State_Name,District_Name,Crop_Year,Season,Crop,Area,Production,season trim,season nombot,crop nombot,number randonnn
Kerala,KANNUR,2012,Whole Year ,Arhar/Tur,1,1,Whole Year,3,3,0.172107695
Karnataka,BIJAPUR,2006,Rabi       ,Linseed,3572,1659,Rabi,2,3,0.833874365
Madhya Pradesh,MORENA,2012,Whole Year ,Potato,1849,43168,Whole Year,3,3,0.361695963
Odisha,BHADRAK,2000,Kharif     ,Horse-gram,7,3.6,Kharif,1,3,0.018703015
Uttar Pradesh,MAHARAJGANJ,1999,Summer     ,Moong(Green Gram),182,134,Summer,3,3,0.736838172
Gujarat,VADODARA,1998,Whole Year ,Tobacco,21700,24600,Whole Year,3,3,0.772240313
Assam,SONITPUR,1997,Winter     ,Rice,115686,129041,Winter,3,1,0.591687432
Odisha,NUAPADA,1998,Winter     ,Sesamum,548,42,Winter,3,3,0.953301462
Tamil Nadu,VILLUPURAM,2003,Whole Year ,Tapioca,6268,270869,Whole Year,3,3,0.935606286
Rajasthan,DAUSA,1999,Rabi       ,Rapeseed &Mustard,66112,42102,Rabi,2,3,0.901569306
Meghalaya,EAST JAINTIA HILLS,1997,Kharif     ,Maize,2866,3258,Kharif,1,2,0.835133638
Rajasthan,BUNDI,2004,Whole Year ,Guar seed,110,110,Whole Year,3,3,0.006546563
Gujarat,AHMADABAD,2000,Whole Year ,Potato,2000,41200,Whole Year,3,3,0.960908916
Assam,TINSUKIA,2011,Rabi       ,Rapeseed &Mustard,5766,3032,Rabi,2,3,0.827088087
Uttar Pradesh,BALLIA,2005,Kharif     ,Maize,27138,21005,Kharif,1,2,0.563388209
Uttar Pradesh,RAE BARELI,1997,Kharif     ,Moong(Green Gram),886,285,Kharif,1,3,0.716524913
Andhra Pradesh,PRAKASAM,2002,Rabi       ,Varagu,2000,1000,Rabi,2,3,0.502763071
Bihar,JEHANABAD,2007,Summer     ,Rice,2,2,Summer,3,1,0.910809201
Manipur,UKHRUL,1998,Winter     ,Turmeric,20,10,Winter,3,3,0.373001997
Rajasthan,SAWAI MADHOPUR,2002,Rabi       ,Other  Rabi pulses,4,0,Rabi,2,3,0.425907143
Tamil Nadu,TIRUNELVELI,2007,Whole Year ,Cardamom,752,72,Whole Year,3,3,0.569686262
Karnataka,SHIMOGA,2006,Whole Year ,Sugarcane,7666,808380,Whole Year,3,3,0.929506452
Bihar,SITAMARHI,2008,Rabi       ,Peas & beans (Pulses),254,244,Rabi,2,3,0.006062655
Uttar Pradesh,BARABANKI,2000,Kharif     ,Groundnut,386,323,Kharif,1,3,0.061076156
Maharashtra,JALNA,2004,Rabi       ,Maize,3600,4000,Rabi,2,2,0.212834668
Bihar,PURNIA,1998,Kharif     ,Mesta,2463,15448,Kharif,1,3,0.331642711
Nagaland,PEREN,2010,Rabi       ,Rapeseed &Mustard,2390,2400,Rabi,2,3,0.30407855
Tamil Nadu,DINDIGUL,2003,Whole Year ,Cabbage,16,1017,Whole Year,3,3,0.143793587
West Bengal,BIRBHUM,2001,Rabi       ,Peas & beans (Pulses),46,19,Rabi,2,3,0.687022395
Andhra Pradesh,SRIKAKULAM,1997,Rabi       ,Maize,100,200,Rabi,2,2,0.198030191
Odisha,GAJAPATI,2000,Kharif     ,Small millets,1530,770,Kharif,1,3,0.097326457
Bihar,NALANDA,2006,Rabi       ,Gram,3321,3165,Rabi,2,3,0.071297237
Karnataka,KOLAR,2006,Whole Year ,Dry chillies,988,2113,Whole Year,3,3,0.669636588
Karnataka,MANDYA,2003,Rabi       ,Moong(Green Gram),103,30,Rabi,2,3,0.218119895
Kerala,KOZHIKODE,2011,Whole Year ,Arecanut,10458.76,11177.47,Whole Year,3,3,0.793046783
Uttar Pradesh,MORADABAD,2009,Kharif     ,Rice,120321,279506,Kharif,1,1,0.476817888
Uttar Pradesh,BUDAUN,2007,Kharif     ,Sannhamp,4,1,Kharif,1,3,0.848168139
Uttar Pradesh,BANDA,1997,Rabi       ,Gram,100696,67703,Rabi,2,3,0.975952135
Assam,DHEMAJI,2002,Whole Year ,Potato,2985,13030,Whole Year,3,3,0.24259948
Tamil Nadu,VELLORE,2002,Whole Year ,Ribed Guard,5,0,Whole Year,3,3,0.123778062
Karnataka,BANGALORE RURAL,2005,Rabi       ,Sunflower,4,4,Rabi,2,3,0.874474193
Haryana,YAMUNANAGAR,2009,Kharif     ,Rice,73525,267000,Kharif,1,1,0.178726934
Uttar Pradesh,FIROZABAD,2011,Rabi       ,Garlic,3963,20481,Rabi,2,3,0.276718905
Assam,DHUBRI,2008,Kharif     ,Castor seed,7,5,Kharif,1,3,0.203943405
West Bengal,MEDINIPUR WEST,2003,Whole Year ,Sugarcane,2321,178170,Whole Year,3,3,0.04490534
Madhya Pradesh,NARSINGHPUR,1997,Rabi       ,Linseed,100,100,Rabi,2,3,0.85647758
Rajasthan,SIROHI,2002,Kharif     ,Other Kharif pulses,2919,238,Kharif,1,3,0.030327283
Jammu and Kashmir ,ANANTNAG,2014,Kharif     ,Potato,99,508.3,Kharif,1,3,0.328366227
Rajasthan,KARAULI,2007,Kharif     ,Arhar/Tur,481,638,Kharif,1,3,0.438156081
Assam,DARRANG,2014,Winter     ,Rice,48413,102861,Winter,3,1,0.995321068
Madhya Pradesh,JHABUA,2011,Kharif     ,Arhar/Tur,2201,849,Kharif,1,3,0.4584523
Rajasthan,JODHPUR,2001,Kharif     ,Castor seed,2569,2028,Kharif,1,3,0.673974988
Kerala,KOLLAM,2009,Whole Year ,Black pepper,8138,1501,Whole Year,3,3,0.801013934
Sikkim,EAST DISTRICT,2003,Whole Year ,Other Fresh Fruits,2990,5330,Whole Year,3,3,0.019076856
Odisha,SONEPUR,2006,Autumn     ,Maize,11,8.1,Autumn,3,2,0.331939219
Odisha,DEOGARH,2012,Winter     ,Urad,66,30.6,Winter,3,3,0.49174093
Tamil Nadu,KRISHNAGIRI,2003,Whole Year ,Sweet potato,13,188,Whole Year,3,3,0.043879567
Odisha,BARGARH,2001,Kharif     ,Urad,7021,1502.6,Kharif,1,3,0.197636137
Kerala,MALAPPURAM,2002,Whole Year ,Black pepper,9846,979,Whole Year,3,3,0.890646788
Karnataka,CHITRADURGA,2012,Kharif     ,Niger seed,81,19,Kharif,1,3,0.06234875
Andaman and Nicobar Islands,NORTH AND MIDDLE ANDAMAN,2010,Whole Year ,Tapioca,186.5,1355,Whole Year,3,3,0.390772437
Bihar,KAIMUR (BHABUA),2014,Kharif     ,Urad,6,5,Kharif,1,3,0.327407268
Maharashtra,NANDED,2012,Kharif     ,Cotton(lint),326600,527200,Kharif,1,3,0.162727792
Karnataka,BELLARY,2006,Whole Year ,Tobacco,1069,476,Whole Year,3,3,0.302825174
Uttarakhand,PAURI GARHWAL,2010,Whole Year ,Turmeric,1,2,Whole Year,3,3,0.04206096
Karnataka,UDUPI,2012,Whole Year ,Coconut ,17587,172475,Whole Year,3,3,0.653577907
Jammu and Kashmir ,PULWAMA,2003,Whole Year ,Other Fresh Fruits,16513,0,Whole Year,3,3,0.639017344
Uttar Pradesh,BIJNOR,2000,Rabi       ,Wheat,115900,308876,Rabi,2,3,0.243757119
Uttar Pradesh,MIRZAPUR,2007,Summer     ,Onion,53,716,Summer,3,3,0.712581161
Chhattisgarh,RAJNANDGAON,2008,Rabi       ,Potato,10,40,Rabi,2,3,0.406246665
Meghalaya,WEST GARO HILLS,2004,Kharif     ,Jute,3456,17700,Kharif,1,3,0.611220271
Karnataka,HASSAN,2004,Rabi       ,Moong(Green Gram),134,33,Rabi,2,3,0.218553203
Assam,HAILAKANDI,2008,Kharif     ,Castor seed,5,2,Kharif,1,3,0.204054533
Uttar Pradesh,FAIZABAD,2000,Rabi       ,Moong(Green Gram),430,271,Rabi,2,3,0.968796911
Punjab,MOGA,2013,Rabi       ,Gram,1000,1200,Rabi,2,3,0.94694648
Punjab,RUPNAGAR,1998,Kharif     ,Sesamum,400,100,Kharif,1,3,0.155617285
Bihar,BEGUSARAI,2002,Rabi       ,Wheat,56065,103343,Rabi,2,3,0.8220838
Uttar Pradesh,SITAPUR,1999,Kharif     ,Soyabean,5,4,Kharif,1,3,0.735004779
Haryana,YAMUNANAGAR,2008,Whole Year ,Onion,523,10800,Whole Year,3,3,0.531992367
Rajasthan,SIROHI,1997,Kharif     ,Onion,100,100,Kharif,1,3,0.400148848
Madhya Pradesh,GUNA,2009,Whole Year ,Maize,18391,22719,Whole Year,3,2,0.301514547
Assam,CACHAR,2000,Whole Year ,Potato,1654,7962,Whole Year,3,3,0.378933903
West Bengal,MURSHIDABAD,2013,Rabi       ,Rapeseed &Mustard,87179,95886,Rabi,2,3,0.927072392
Uttar Pradesh,JALAUN,2009,Kharif     ,Rice,227,230,Kharif,1,1,0.158589004
Karnataka,UTTAR KANNAD,2014,Rabi       ,Other  Rabi pulses,64,49,Rabi,2,3,0.725395164
Uttar Pradesh,HARDOI,1998,Kharif     ,Moth,20,8,Kharif,1,3,0.419327345
Nagaland,DIMAPUR,2004,Kharif     ,Moong(Green Gram),390,260,Kharif,1,3,0.019867873
Chhattisgarh,KORBA,2012,Kharif     ,Moong(Green Gram),89,22,Kharif,1,3,0.752117605
Uttarakhand,DEHRADUN,2006,Kharif     ,Ragi,1993,2664,Kharif,1,3,0.935717152
Uttar Pradesh,SHRAVASTI,2004,Whole Year ,Garlic,19,82,Whole Year,3,3,0.242139839
Uttar Pradesh,SHAHJAHANPUR,2006,Kharif     ,Bajra,4666,5291,Kharif,1,3,0.336138252
Punjab,RUPNAGAR,2002,Kharif     ,Maize,24000,42000,Kharif,1,2,0.842955587
Assam,KAMRUP,2006,Rabi       ,Masoor,1452,667,Rabi,2,3,0.174789778
Odisha,GANJAM,2007,Winter     ,Urad,7898,1603.3,Winter,3,3,0.370901766
Rajasthan,AJMER,2007,Kharif     ,Rice,6,12,Kharif,1,1,0.446129913
Chhattisgarh,KANKER,2013,Kharif     ,Potato,2,12,Kharif,1,3,0.52067726
Punjab,FAZILKA,2014,Rabi       ,Wheat,206000,913000,Rabi,2,3,0.568959587
Karnataka,CHIKMAGALUR,2010,Rabi       ,Moong(Green Gram),17,4,Rabi,2,3,0.968968596
Madhya Pradesh,SATNA,2003,Whole Year ,Pome Fruit,52,0,Whole Year,3,3,0.699436249
Karnataka,BAGALKOT,2014,Whole Year ,Turmeric,2164,15005,Whole Year,3,3,0.405587821
Assam,GOALPARA,2004,Autumn     ,Rice,15560,14578,Autumn,3,1,0.950012871
Jharkhand,DEOGHAR,2003,Rabi       ,Wheat,3888.93,7093.41,Rabi,2,3,0.322508504
Telangana ,RANGAREDDI,2003,Whole Year ,Sugarcane,890,65660,Whole Year,3,3,0.306847933
Madhya Pradesh,NEEMUCH,2002,Whole Year ,Mango,25,0,Whole Year,3,3,0.421566887
Maharashtra,NANDED,1999,Rabi       ,Sunflower,8800,5400,Rabi,2,3,0.726765019
Chhattisgarh,RAIPUR,2009,Rabi       ,Urad,519,131,Rabi,2,3,0.722313288
Uttar Pradesh,KANNAUJ,2010,Kharif     ,Guar seed,3,3,Kharif,1,3,0.808998724
Madhya Pradesh,SHEOPUR,2012,Kharif     ,Maize,740,1517,Kharif,1,2,0.763303191
Andhra Pradesh,SPSR NELLORE,1999,Rabi       ,Jowar,529,294,Rabi,2,3,0.163572596
Maharashtra,CHANDRAPUR,2000,Rabi       ,Maize,100,100,Rabi,2,2,0.772266379
Bihar,JEHANABAD,2014,Rabi       ,Barley,104,115,Rabi,2,3,0.739194752
Bihar,ROHTAS,2005,Summer     ,Rice,127,192,Summer,3,1,0.058829856
Uttar Pradesh,JAUNPUR,1997,Kharif     ,Moong(Green Gram),31,10,Kharif,1,3,0.820837143
Madhya Pradesh,GWALIOR,2006,Whole Year ,Potato,927,18018,Whole Year,3,3,0.164113534
Gujarat,SURENDRANAGAR,2008,Summer     ,Groundnut,400,700,Summer,3,3,0.056371072
Uttar Pradesh,LUCKNOW,2007,Rabi       ,Masoor,2522,2070,Rabi,2,3,0.896257414
Rajasthan,DAUSA,2001,Whole Year ,Sannhamp,31,21,Whole Year,3,3,0.406875708
Karnataka,BELLARY,2009,Rabi       ,Gram,3606,894,Rabi,2,3,0.528368785
Meghalaya,EAST KHASI HILLS,2010,Rabi       ,Rapeseed &Mustard,65,36,Rabi,2,3,0.626499263
Jammu and Kashmir ,UDHAMPUR,1999,Rabi       ,Barley,1184,1087.2,Rabi,2,3,0.172912863
Andhra Pradesh,KURNOOL,2014,Rabi       ,Arhar/Tur,496,212,Rabi,2,3,0.27526008
Maharashtra,SATARA,1998,Rabi       ,Linseed,500,200,Rabi,2,3,0.312927018
Madhya Pradesh,BARWANI,2013,Whole Year ,Turmeric,168,295,Whole Year,3,3,0.247767593
Andhra Pradesh,KADAPA,2007,Kharif     ,Sunflower,6000,7000,Kharif,1,3,0.056650676
Odisha,BALANGIR,2012,Summer     ,Urad,416,262.9,Summer,3,3,0.499014947
Madhya Pradesh,HARDA,2005,Kharif     ,Maize,1397,1883,Kharif,1,2,0.009008362
Uttar Pradesh,FATEHPUR,1999,Whole Year ,Tobacco,2,10,Whole Year,3,3,0.416705555
West Bengal,DINAJPUR UTTAR,2014,Autumn     ,Sesamum,90,26,Autumn,3,3,0.337588613
Uttar Pradesh,JALAUN,2004,Whole Year ,Guar seed,69,58,Whole Year,3,3,0.853884355
Maharashtra,JALGAON,2001,Rabi       ,Small millets,1500,700,Rabi,2,3,0.707388049
Uttarakhand,NAINITAL,2014,Rabi       ,Lentil,372,230,Rabi,2,3,0.063363879
West Bengal,BIRBHUM,2006,Whole Year ,Sugarcane,1547,103211,Whole Year,3,3,0.2656995
Bihar,PURBI CHAMPARAN,1998,Kharif     ,Maize,8942,16363,Kharif,1,2,0.626819115
Dadra and Nagar Haveli,DADRA AND NAGAR HAVELI,2012,Kharif     ,Ragi,1040,1071,Kharif,1,3,0.958236146
Karnataka,HASSAN,2008,Rabi       ,Rapeseed &Mustard,180,72,Rabi,2,3,0.112858905
Bihar,ROHTAS,2003,Rabi       ,Peas & beans (Pulses),1023,963,Rabi,2,3,0.733209071
Chandigarh,CHANDIGARH,2000,Whole Year ,Onion,12,180,Whole Year,3,3,0.194877612
Tamil Nadu,NAMAKKAL,2003,Whole Year ,Other Citrus Fruit,115,0,Whole Year,3,3,0.836002164
Haryana,PANCHKULA,2004,Kharif     ,Maize,9421,25000,Kharif,1,2,0.437980452
West Bengal,MURSHIDABAD,2001,Whole Year ,Sesamum,4122,3097,Whole Year,3,3,0.086854456
Uttar Pradesh,JAUNPUR,2006,Whole Year ,Banana,9,349,Whole Year,3,3,0.547940146
Rajasthan,HANUMANGARH,2006,Whole Year ,Sugarcane,7,404,Whole Year,3,3,0.520522422
Chhattisgarh,RAIGARH,2009,Rabi       ,Wheat,2377,2854,Rabi,2,3,0.011310172
Uttar Pradesh,PRATAPGARH,2002,Rabi       ,Rapeseed &Mustard,1605,1181,Rabi,2,3,0.508726932
Bihar,SHEOHAR,2014,Kharif     ,Sesamum,81,71,Kharif,1,3,0.74420028
Bihar,VAISHALI,2007,Whole Year ,Coriander,208,154,Whole Year,3,3,0.031337771
Madhya Pradesh,NEEMUCH,2003,Kharif     ,Bajra,19,20,Kharif,1,3,0.443484543
Bihar,JAMUI,2007,Rabi       ,Wheat,13801,24261,Rabi,2,3,0.959107297
Karnataka,BELLARY,2010,Kharif     ,Urad,3,1,Kharif,1,3,0.955658418
Chhattisgarh,BILASPUR,2003,Kharif     ,Groundnut,2918,3089,Kharif,1,3,0.381622138
Odisha,KORAPUT,2008,Winter     ,Horse-gram,2542,808.4,Winter,3,3,0.196872675
Chhattisgarh,DURG,2012,Whole Year ,Dry chillies,22,28,Whole Year,3,3,0.059866525
Tamil Nadu,THANJAVUR,1999,Whole Year ,Onion,10,81,Whole Year,3,3,0.392361059
West Bengal,NADIA,2007,Whole Year ,Potato,5572,114188,Whole Year,3,3,0.189438519
Bihar,GAYA,2001,Kharif     ,Sesamum,164,99,Kharif,1,3,0.099335224
Jharkhand,KODERMA,2003,Rabi       ,Wheat,1731.7,2720.5,Rabi,2,3,0.727012705
Assam,GOLAGHAT,2011,Winter     ,Rice,100991,214747,Winter,3,1,0.717263897
Bihar,SITAMARHI,2007,Rabi       ,Khesari,2171,1821,Rabi,2,3,0.444691913
Uttar Pradesh,AMETHI,2011,Kharif     ,Urad,5685,3246,Kharif,1,3,0.210970504
Maharashtra,KOLHAPUR,2013,Summer     ,Maize,100,200,Summer,3,2,0.42849711
Bihar,MADHUBANI,2007,Summer     ,Moong(Green Gram),6440,3156,Summer,3,3,0.59516461
Uttar Pradesh,BULANDSHAHR,2013,Rabi       ,Peas & beans (Pulses),434,431,Rabi,2,3,0.366963529
Uttar Pradesh,FAIZABAD,2014,Rabi       ,Garlic,6,35,Rabi,2,3,0.175526529
Uttarakhand,BAGESHWAR,2007,Kharif     ,Other Cereals & Millets,750,850,Kharif,1,3,0.080392142
Madhya Pradesh,MANDLA,2004,Rabi       ,Rapeseed &Mustard,16220,13337,Rabi,2,3,0.748032225
Uttar Pradesh,AZAMGARH,2002,Kharif     ,Sesamum,57,9,Kharif,1,3,0.592586811
Himachal Pradesh,BILASPUR,2002,Kharif     ,Urad,137,52,Kharif,1,3,0.028950954
Punjab,FATEHGARH SAHIB,2005,Rabi       ,Rapeseed &Mustard,1000,1000,Rabi,2,3,0.692461594
Punjab,GURDASPUR,2000,Kharif     ,Sesamum,2900,700,Kharif,1,3,0.221698697
Bihar,BHOJPUR,2007,Kharif     ,Ragi,29,18,Kharif,1,3,0.562384202
Kerala,KOZHIKODE,2014,Whole Year ,Dry ginger,43,153,Whole Year,3,3,0.736957209
Nagaland,MOKOKCHUNG,2004,Rabi       ,Sugarcane,210,3350,Rabi,2,3,0.646683206
Odisha,SUNDARGARH,1997,Autumn     ,Paddy,104520,82983,Autumn,3,3,0.893592619
Haryana,BHIWANI,2001,Kharif     ,Sesamum,222,0,Kharif,1,3,0.716987621
Bihar,SAHARSA,2006,Kharif     ,Ragi,1194,993,Kharif,1,3,0.730694119
Karnataka,KOPPAL,2007,Kharif     ,Arhar/Tur,9449,5081,Kharif,1,3,0.198896705
Karnataka,MYSORE,2000,Rabi       ,Urad,776,271,Rabi,2,3,0.733045043
Madhya Pradesh,UJJAIN,2008,Whole Year ,Sugarcane,86,2060,Whole Year,3,3,0.527816023
Karnataka,CHITRADURGA,2005,Summer     ,Dry chillies,58,153,Summer,3,3,0.830936841
Uttar Pradesh,KASGANJ,2010,Kharif     ,Bajra,35149,66638,Kharif,1,3,0.173506852
Rajasthan,BIKANER,1998,Kharif     ,Urad,1,,Kharif,1,3,0.712473134
Andhra Pradesh,KADAPA,2013,Kharif     ,Soyabean,65,105,Kharif,1,3,0.762448703
Telangana ,WARANGAL,2007,Kharif     ,Sesamum,14000,3000,Kharif,1,3,0.985218311
Andhra Pradesh,KURNOOL,2000,Kharif     ,Jowar,7662,11953,Kharif,1,3,0.427330303
Chhattisgarh,KORBA,2001,Kharif     ,Maize,4942,3540,Kharif,1,2,0.319349537
Madhya Pradesh,BURHANPUR,2012,Whole Year ,Banana,16536,605427,Whole Year,3,3,0.53778508
Karnataka,HAVERI,2001,Kharif     ,Maize,80490,187534,Kharif,1,2,0.663068283
Uttar Pradesh,HAMIRPUR,1998,Rabi       ,Sunflower,9,11,Rabi,2,3,0.469006873
Odisha,KORAPUT,2012,Winter     ,Ragi,26599,22795.3,Winter,3,3,0.918410583
Assam,MARIGAON,2005,Kharif     ,Niger seed,135,68,Kharif,1,3,0.368992704
Manipur,UKHRUL,1997,Whole Year ,Turmeric,7,4,Whole Year,3,3,0.182881421
Rajasthan,GANGANAGAR,2003,Kharif     ,Jowar,113,81,Kharif,1,3,0.4340977
Madhya Pradesh,SEHORE,2006,Whole Year ,Potato,118,1385,Whole Year,3,3,0.550409719
Assam,KARIMGANJ,2008,Whole Year ,Onion,32,98,Whole Year,3,3,0.529174612
Madhya Pradesh,ALIRAJPUR,2010,Kharif     ,Cotton(lint),5348,3381,Kharif,1,3,0.111705802
Madhya Pradesh,VIDISHA,2002,Rabi       ,Rapeseed &Mustard,1440,757,Rabi,2,3,0.734802771
Madhya Pradesh,BURHANPUR,2003,Whole Year ,Tomato,50,0,Whole Year,3,3,0.189745472
Assam,CHIRANG,2008,Winter     ,Rice,33354,35693,Winter,3,1,0.50610408
Maharashtra,AKOLA,2008,Kharif     ,Soyabean,137500,28300,Kharif,1,3,0.54591653
Haryana,KURUKSHETRA,2010,Whole Year ,Coriander,16,,Whole Year,3,3,0.758001179
Karnataka,HASSAN,2013,Rabi       ,Urad,5,3,Rabi,2,3,0.254006525
Bihar,SITAMARHI,2009,Rabi       ,Wheat,61778,118805,Rabi,2,3,0.700734237
Himachal Pradesh,KANGRA,2002,Kharif     ,Maize,58685,68040,Kharif,1,2,0.753976129
West Bengal,BANKURA,2009,Whole Year ,Sugarcane,10,831,Whole Year,3,3,0.246779104
Andhra Pradesh,SPSR NELLORE,2009,Whole Year ,Coconut ,800,9033552,Whole Year,3,3,0.266865243
Uttar Pradesh,KANNAUJ,2007,Rabi       ,Turmeric,5,15,Rabi,2,3,0.759792811
Assam,SONITPUR,1997,Autumn     ,Rice,31431,20768,Autumn,3,1,0.97299265
Madhya Pradesh,JABALPUR,2012,Whole Year ,Garlic,13,65,Whole Year,3,3,0.966232802
Haryana,FARIDABAD,2003,Kharif     ,Cotton(lint),105,0,Kharif,1,3,0.109662976
Uttar Pradesh,LUCKNOW,2004,Whole Year ,Sweet potato,112,1302,Whole Year,3,3,0.036382999
Assam,CACHAR,2008,Rabi       ,Wheat,117,128,Rabi,2,3,0.410951645
Odisha,KALAHANDI,2011,Winter     ,Horse-gram,4443,786.4,Winter,3,3,0.732393016
Uttar Pradesh,BULANDSHAHR,2014,Kharif     ,Sugarcane,48031,3028451,Kharif,1,3,0.679616316
Bihar,GAYA,1997,Rabi       ,Wheat,55542,98825,Rabi,2,3,0.979687166
Uttar Pradesh,LALITPUR,2001,Kharif     ,Sunflower,40,77,Kharif,1,3,0.753510041
Uttar Pradesh,BAGHPAT,2002,Rabi       ,Rapeseed &Mustard,982,1014,Rabi,2,3,0.13419352
Odisha,BHADRAK,2000,Summer     ,Rice,4760,8460,Summer,3,1,0.023828227
Telangana ,RANGAREDDI,2010,Rabi       ,Wheat,793,1033,Rabi,2,3,0.179070093
Uttar Pradesh,LUCKNOW,2005,Whole Year ,Onion,188,2409,Whole Year,3,3,0.104094961
Chhattisgarh,KOREA,2000,Rabi       ,Rapeseed &Mustard,4098,1347,Rabi,2,3,0.131754105
Tamil Nadu,ERODE,1998,Whole Year ,Tobacco,3606,5712,Whole Year,3,3,0.2633972
Kerala,MALAPPURAM,2007,Whole Year ,Sweet potato,132,1518,Whole Year,3,3,0.675682352
Manipur,TAMENGLONG,2003,Kharif     ,Other Kharif pulses,20,10,Kharif,1,3,0.818424
Jammu and Kashmir ,KISHTWAR,2014,Kharif     ,Rice,1196,144,Kharif,1,1,0.739595146
Arunachal Pradesh,WEST KAMENG,2004,Kharif     ,Rice,908,727,Kharif,1,1,0.897359125
Karnataka,BANGALORE RURAL,2008,Kharif     ,Sesamum,2,1,Kharif,1,3,0.998609325
Chhattisgarh,NARAYANPUR,2009,Whole Year ,Sugarcane,2,,Whole Year,3,3,0.179244028
Karnataka,CHITRADURGA,2003,Rabi       ,Rice,796,2665,Rabi,2,1,0.999427333
Madhya Pradesh,RAJGARH,2010,Whole Year ,Potato,1090,12196,Whole Year,3,3,0.860889326
Manipur,BISHNUPUR,2005,Whole Year ,Banana,10,130,Whole Year,3,3,0.78051754
Bihar,SITAMARHI,2004,Rabi       ,Maize,1057,2029,Rabi,2,2,0.981909563
Uttar Pradesh,BULANDSHAHR,2013,Rabi       ,Garlic,15,88,Rabi,2,3,0.01234226
Arunachal Pradesh,DIBANG VALLEY,2007,Kharif     ,Rice,1200,839,Kharif,1,1,0.503821155
Haryana,BHIWANI,2011,Kharif     ,Castor seed,17,,Kharif,1,3,0.955581188
Madhya Pradesh,VIDISHA,2011,Kharif     ,Urad,47757,16513,Kharif,1,3,0.975682901
Karnataka,KOPPAL,1999,Rabi       ,Safflower,5387,4294,Rabi,2,3,0.39796078
Karnataka,BIDAR,2001,Kharif     ,Other Kharif pulses,771,80,Kharif,1,3,0.316326724
Madhya Pradesh,KHANDWA,2003,Whole Year ,Beans & Mutter(Vegetable),33,0,Whole Year,3,3,0.293132683
Madhya Pradesh,JABALPUR,1997,Kharif     ,Jowar,8200,5800,Kharif,1,3,0.136363328
Chhattisgarh,JASHPUR,2002,Kharif     ,Urad,17101,3956,Kharif,1,3,0.251796326
Odisha,BHADRAK,2004,Summer     ,Moong(Green Gram),2413,699.8,Summer,3,3,0.718895541
Odisha,NAYAGARH,2011,Winter     ,Rice,85000,54000,Winter,3,1,0.458221815
Uttar Pradesh,GHAZIPUR,2012,Summer     ,Urad,667,506,Summer,3,3,0.676207299
Tamil Nadu,PERAMBALUR,2003,Whole Year ,Turmeric,302,1255,Whole Year,3,3,0.106989503
Odisha,BOUDH,2013,Winter     ,Moong(Green Gram),1188,264.9,Winter,3,3,0.902630757
Rajasthan,JHUNJHUNU,2007,Kharif     ,Maize,1,2,Kharif,1,2,0.712621977
West Bengal,COOCHBEHAR,2002,Kharif     ,Dry ginger,365,913,Kharif,1,3,0.3057483
Madhya Pradesh,BARWANI,2004,Kharif     ,Horse-gram,7703,1410,Kharif,1,3,0.814953606
Gujarat,AHMADABAD,2004,Rabi       ,Gram,19200,10800,Rabi,2,3,0.920897687
Kerala,IDUKKI,2001,Summer     ,Rice,555,1297,Summer,3,1,0.163216936
Bihar,KISHANGANJ,1999,Rabi       ,Safflower,3,2,Rabi,2,3,0.493811127
Haryana,YAMUNANAGAR,2006,Whole Year ,Sugarcane,42191,2894000,Whole Year,3,3,0.448190418
Bihar,JAMUI,2000,Rabi       ,Khesari,1388,1319,Rabi,2,3,0.824852977
Bihar,BEGUSARAI,1998,Kharif     ,Mesta,46,286,Kharif,1,3,0.657129346
Madhya Pradesh,SHEOPUR,2005,Kharif     ,Sesamum,11926,4839,Kharif,1,3,0.398622348
Telangana ,MEDAK,2010,Rabi       ,Moong(Green Gram),34,19,Rabi,2,3,0.400821063
Chhattisgarh,BILASPUR,2009,Whole Year ,Dry ginger,47,59,Whole Year,3,3,0.265954514
Haryana,ROHTAK,2007,Kharif     ,Cotton(lint),7762,21000,Kharif,1,3,0.307835463
Maharashtra,JALNA,2010,Kharif     ,Urad,14800,9700,Kharif,1,3,0.020287119
Tamil Nadu,TIRUNELVELI,1998,Whole Year ,Sweet potato,13,221,Whole Year,3,3,0.282528769
Maharashtra,AMRAVATI,2009,Rabi       ,Wheat,49300,97300,Rabi,2,3,0.268503413
Odisha,GAJAPATI,2013,Winter     ,Rapeseed &Mustard,45,3.4,Winter,3,3,0.299621793
Maharashtra,SOLAPUR,2004,Kharif     ,Sesamum,400,100,Kharif,1,3,0.090126153
Maharashtra,CHANDRAPUR,2010,Kharif     ,Cotton(lint),93300,126300,Kharif,1,3,0.899927839
Uttar Pradesh,RAMPUR,2010,Rabi       ,Rapeseed &Mustard,3366,3788,Rabi,2,3,0.69535932
Tamil Nadu,TIRUPPUR,2011,Whole Year ,Sugarcane,7633,924642,Whole Year,3,3,0.005360185
Chhattisgarh,RAIPUR,2007,Whole Year ,Banana,35,1533,Whole Year,3,3,0.563069086
Uttar Pradesh,KAUSHAMBI,2013,Summer     ,Urad,274,159,Summer,3,3,0.364728193
Andhra Pradesh,SPSR NELLORE,2013,Rabi       ,Soyabean,6,10,Rabi,2,3,0.596268962
Tamil Nadu,THANJAVUR,2011,Kharif     ,Ragi,1,3,Kharif,1,3,0.714882945
