CROP TYPE,SOIL TYPE,REGION,TEMPERATURE,WEATHER CONDITION,WATER REQUIREMENT,RANDOM,crop type1,soil type1,weather condition1,region1
SUGARCANE,DRY,SEMI HUMID,20-30,WINDY,10.5,0.04241965,10,1,2,2
CITRUS,DRY,DESERT,13-20,SUNNY,7,0.376652571,6,1,4,4
COTTON,DRY,HUMID,20-30,NORMAL,6.6,0.306964042,5,1,1,1
CABBAGE,DRY,SEMI ARID,40-50,WINDY,9,0.068746184,14,1,2,3
SUGARCANE,HUMID,SEMI ARID,40-50,WINDY,11.1,0.940313345,10,3,2,3
CABBAGE,HUMID,DESERT,13-20,RAINY,0.2,0.039432532,14,3,3,4
TOMATO,WET,HUMID,40-50,SUNNY,6,0.400048913,1,2,4,1
POTATO,WET,SEMI HUMID,40-50,WINDY,7.52,0.005100613,12,2,2,2
CABBAGE,HUMID,SEMI ARID,30-40,NORMAL,5.5,0.957079356,14,3,1,3
CITRUS,HUMID,SEMI ARID,30-40,SUNNY,7,0.70912803,6,3,4,3
TOMATO,WET,SEMI HUMID,30-40,NORMAL,4.34,0.514767482,1,2,1,2
SOYABEAN,WET,SEMI HUMID,40-50,RAINY,0.3,0.895209857,3,2,3,2
TOMATO,WET,SEMI ARID,20-30,NORMAL,4.06,0.800410049,1,2,1,3
CABBAGE,WET,DESERT,40-50,RAINY,0.5,0.274924921,14,2,3,4
COTTON,HUMID,SEMI ARID,30-40,RAINY,0.8,0.479415942,5,3,3,3
WHEAT,WET,HUMID,40-50,SUNNY,6.98,0.45453399,8,2,4,1
TOMATO,WET,SEMI ARID,13-20,SUNNY,4.56,0.868519827,1,2,4,3
TOMATO,DRY,DESERT,20-30,RAINY,0.8,0.520397613,1,1,3,4
COTTON,DRY,DESERT,30-40,RAINY,2.75,0.036802078,5,1,3,4
ONION,HUMID,SEMI HUMID,40-50,RAINY,6.875,0.876290415,4,3,3,2
MAIZE,WET,SEMI HUMID,40-50,RAINY,0.3,0.804377058,7,2,3,2
ONION,DRY,DESERT,30-40,RAINY,0.5,0.677852301,4,1,3,4
CITRUS,HUMID,DESERT,30-40,RAINY,0.5,0.13957454,6,3,3,4
MELON,DRY,SEMI HUMID,13-20,SUNNY,6.36,0.335591372,2,1,4,2
MELON,HUMID,HUMID,13-20,NORMAL,2.52,0.153327153,2,3,1,1
SUGARCANE,HUMID,HUMID,20-30,WINDY,6.3,0.000172376,10,3,2,1
POTATO,DRY,HUMID,20-30,SUNNY,8,0.959717037,12,1,4,1
SUGARCANE,HUMID,SEMI ARID,20-30,RAINY,0.1,0.900093263,10,3,3,3
WHEAT,HUMID,SEMI ARID,40-50,SUNNY,11.6,0.313345192,8,3,4,3
BEAN,HUMID,SEMI ARID,13-20,RAINY,0.1,0.368712396,15,3,3,3
COTTON,DRY,SEMI HUMID,30-40,WINDY,9.9,0.208476698,5,1,2,2
COTTON,HUMID,SEMI HUMID,30-40,RAINY,0.5,0.716479482,5,3,3,2
COTTON,HUMID,HUMID,20-30,WINDY,5.65,0.059715523,5,3,2,1
TOMATO,HUMID,DESERT,20-30,RAINY,0.3,0.927593764,1,3,3,4
WHEAT,WET,SEMI ARID,30-40,WINDY,8.35,0.253937725,8,2,2,3
SOYABEAN,HUMID,SEMI HUMID,30-40,WINDY,6.8,0.836087238,3,3,2,2
MAIZE,HUMID,DESERT,40-50,WINDY,8.68,0.638863809,7,3,2,4
TOMATO,DRY,SEMI HUMID,13-20,NORMAL,4.86,0.097460313,1,1,1,2
POTATO,HUMID,DESERT,13-20,RAINY,0.5,0.817904352,12,3,3,4
RICE,DRY,HUMID,40-50,WINDY,15,0.121980869,9,1,2,1
WHEAT,HUMID,DESERT,20-30,RAINY,1.1,0.392904755,8,3,3,4
CITRUS,HUMID,SEMI HUMID,13-20,NORMAL,3.1,0.563582677,6,3,1,2
POTATO,HUMID,SEMI HUMID,40-50,RAINY,0.8,0.372334207,12,3,3,2
MELON,HUMID,SEMI HUMID,30-40,NORMAL,5.42,0.272521624,2,3,1,2
MELON,HUMID,SEMI ARID,13-20,SUNNY,5.64,0.595108449,2,3,4,3
MUSTARD,DRY,SEMI HUMID,13-20,RAINY,0.2,0.36057979,11,1,3,2
RICE,HUMID,DESERT,40-50,NORMAL,16,0.059701872,9,3,1,4
ONION,WET,SEMI HUMID,20-30,NORMAL,0.1,0.170203914,4,2,1,2
MELON,HUMID,DESERT,30-40,RAINY,0.5,0.299037057,2,3,3,4
CITRUS,DRY,SEMI HUMID,30-40,NORMAL,6.2,0.069942889,6,1,1,2
MELON,WET,DESERT,13-20,RAINY,0.1,0.334949305,2,2,3,4
SUGARCANE,HUMID,DESERT,20-30,NORMAL,9.1,0.849368548,10,3,1,4
MELON,WET,HUMID,40-50,NORMAL,4.44,0.202724256,2,2,1,1
TOMATO,WET,HUMID,20-30,SUNNY,4,0.110235693,1,2,4,1
TOMATO,WET,SEMI ARID,13-20,RAINY,0.1,0.814363006,1,2,3,3
WHEAT,DRY,SEMI ARID,30-40,SUNNY,13.1,0.845169636,8,1,4,3
TOMATO,HUMID,HUMID,30-40,RAINY,0.2,0.97150043,1,3,3,1
RICE,WET,SEMI HUMID,40-50,WINDY,10.5,0.059607476,9,2,2,2
MUSTARD,DRY,SEMI ARID,20-30,RAINY,0.5,0.974105066,11,1,3,3
ONION,WET,DESERT,20-30,WINDY,4.5,0.764434596,4,2,2,4
POTATO,WET,SEMI ARID,30-40,NORMAL,6.3,0.792026188,12,2,1,3
RICE,HUMID,SEMI HUMID,20-30,SUNNY,12,0.038511518,9,3,4,2
POTATO,HUMID,DESERT,20-30,NORMAL,7.7,0.433011947,12,3,1,4
RICE,DRY,HUMID,40-50,NORMAL,14,0.647208665,9,1,1,1
RICE,HUMID,HUMID,20-30,RAINY,0.8,0.395238848,9,3,3,1
WHEAT,HUMID,HUMID,13-20,RAINY,0.2,0.311918621,8,3,3,1
COTTON,DRY,DESERT,20-30,WINDY,10.75,0.274319959,5,1,2,4
SOYABEAN,WET,HUMID,20-30,RAINY,0.1,0.017390051,3,2,3,1
MAIZE,WET,SEMI ARID,40-50,RAINY,0.5,0.556585646,7,2,3,3
SOYABEAN,DRY,SEMI HUMID,13-20,WINDY,6.5,0.344689145,3,1,2,2
CITRUS,HUMID,DESERT,30-40,NORMAL,6.2,0.436927707,6,3,1,4
BEAN,DRY,HUMID,20-30,SUNNY,7,0.743866936,15,1,4,1
SUGARCANE,WET,SEMI HUMID,13-20,NORMAL,4,0.290307506,10,2,1,2
POTATO,HUMID,HUMID,30-40,RAINY,0.3,0.818937326,12,3,3,1
TOMATO,WET,DESERT,40-50,NORMAL,6.6,0.2248616,1,2,1,4
BANANA,DRY,SEMI ARID,40-50,WINDY,11.8,0.757735599,13,1,2,3
BANANA,WET,SEMI HUMID,40-50,WINDY,7.5,0.393297983,13,2,2,2
SOYABEAN,HUMID,SEMI HUMID,40-50,WINDY,7.7,0.943985362,3,3,2,2
CABBAGE,HUMID,HUMID,20-30,SUNNY,4.8,0.33804063,14,3,4,1
MUSTARD,DRY,HUMID,13-20,SUNNY,5.46,0.980177176,11,1,4,1
SOYABEAN,WET,SEMI ARID,40-50,SUNNY,8.1,0.712860764,3,2,4,3
CITRUS,WET,HUMID,20-30,RAINY,0.1,0.193418712,6,2,3,1
SOYABEAN,WET,HUMID,13-20,RAINY,0.1,0.973501094,3,2,3,1
MELON,WET,SEMI HUMID,30-40,WINDY,5.34,0.234368668,2,2,2,2
MELON,DRY,DESERT,40-50,SUNNY,10.62,0.607242057,2,1,4,4
POTATO,WET,SEMI HUMID,13-20,NORMAL,3.345,0.302146541,12,2,1,2
BANANA,HUMID,HUMID,40-50,NORMAL,5.15,0.247640454,13,3,1,1
ONION,HUMID,SEMI ARID,20-30,RAINY,4.875,0.971470387,4,3,3,3
POTATO,DRY,DESERT,20-30,RAINY,1.5,0.207281592,12,1,3,4
SUGARCANE,HUMID,SEMI HUMID,40-50,RAINY,0.7,0.649350606,10,3,3,2
ONION,HUMID,HUMID,20-30,NORMAL,3.75,0.27431039,4,3,1,1
CITRUS,DRY,DESERT,13-20,NORMAL,5.66,0.943291181,6,1,1,4
SUGARCANE,DRY,SEMI HUMID,20-30,RAINY,1.5,0.520552372,10,1,3,2
SOYABEAN,WET,DESERT,20-30,RAINY,0.4,0.142957074,3,2,3,4
CABBAGE,WET,SEMI ARID,13-20,SUNNY,4.33,0.340797993,14,2,4,3
MAIZE,DRY,SEMI HUMID,20-30,SUNNY,7.36,0.675413713,7,1,4,2
SOYABEAN,DRY,HUMID,40-50,WINDY,8.8,0.647410995,3,1,2,1
WHEAT,WET,DESERT,40-50,SUNNY,10.9,0.26751645,8,2,4,4
MUSTARD,WET,SEMI HUMID,40-50,WINDY,6.34,0.551011942,11,2,2,2
MELON,DRY,SEMI HUMID,20-30,RAINY,0.3,0.937204571,2,1,3,2
COTTON,HUMID,SEMI ARID,40-50,WINDY,9.9,0.157321523,5,3,2,3
COTTON,HUMID,DESERT,40-50,SUNNY,11,0.280054809,5,3,4,4
COTTON,HUMID,HUMID,20-30,SUNNY,6.15,0.292277688,5,3,4,1
ONION,HUMID,HUMID,13-20,NORMAL,2.75,0.633989807,4,3,1,1
BANANA,DRY,SEMI ARID,20-30,RAINY,0.98,0.209132355,13,1,3,3
MUSTARD,HUMID,HUMID,40-50,RAINY,0.3,0.082034451,11,3,3,1
RICE,HUMID,SEMI ARID,30-40,SUNNY,15,0.080461255,9,3,4,3
COTTON,WET,SEMI HUMID,20-30,SUNNY,5.9,0.172421455,5,2,4,2
CITRUS,WET,HUMID,20-30,WINDY,3.33,0.393192767,6,2,2,1
CABBAGE,DRY,HUMID,30-40,SUNNY,7.1,0.205856052,14,1,4,1
CABBAGE,WET,HUMID,13-20,NORMAL,1.33,0.693549519,14,2,1,1
CITRUS,DRY,SEMI ARID,20-30,WINDY,7,0.108193428,6,1,2,3
COTTON,DRY,SEMI ARID,13-20,SUNNY,9.4,0.153783171,5,1,4,3
MAIZE,DRY,SEMI ARID,20-30,RAINY,0.5,0.810807067,7,1,3,3
COTTON,DRY,HUMID,20-30,SUNNY,8.1,0.835535268,5,1,4,1
POTATO,DRY,SEMI HUMID,30-40,RAINY,0.8,0.55571458,12,1,3,2
COTTON,HUMID,SEMI ARID,20-30,SUNNY,8.42,0.084513509,5,3,4,3
SUGARCANE,HUMID,DESERT,30-40,SUNNY,11.75,0.974598816,10,3,4,4
SOYABEAN,WET,SEMI HUMID,20-30,WINDY,4.6,0.703779261,3,2,2,2
BANANA,HUMID,DESERT,20-30,RAINY,0.8,0.883561669,13,3,3,4
SUGARCANE,HUMID,HUMID,20-30,RAINY,0.3,0.89815776,10,3,3,1
WHEAT,WET,SEMI HUMID,13-20,NORMAL,4,0.326859284,8,2,1,2
SUGARCANE,WET,HUMID,40-50,SUNNY,6.98,0.414944038,10,2,4,1
POTATO,HUMID,SEMI ARID,40-50,WINDY,9.6,0.894075282,12,3,2,3
WHEAT,WET,SEMI ARID,13-20,SUNNY,6.8,0.383547246,8,2,4,3
ONION,HUMID,HUMID,40-50,NORMAL,5.75,0.726237173,4,3,1,1
CITRUS,WET,SEMI HUMID,20-30,NORMAL,3.16,0.606322979,6,2,1,2
BEAN,DRY,SEMI ARID,40-50,NORMAL,10.95,0.679680506,15,1,1,3
SUGARCANE,HUMID,SEMI ARID,13-20,RAINY,0.8,0.874461226,10,3,3,3
MELON,WET,SEMI ARID,30-40,SUNNY,6.56,0.900065478,2,2,4,3
SOYABEAN,DRY,DESERT,30-40,RAINY,0.8,0.445738364,3,1,3,4
ONION,WET,SEMI HUMID,30-40,NORMAL,0.1,0.663505473,4,2,1,2
TOMATO,DRY,DESERT,40-50,RAINY,1.12,0.142334938,1,1,3,4
SOYABEAN,WET,SEMI HUMID,30-40,SUNNY,6.2,0.451439722,3,2,4,2
MELON,WET,SEMI ARID,40-50,RAINY,0.5,0.872643441,2,2,3,3
CITRUS,WET,DESERT,30-40,SUNNY,6.8,0.158245226,6,2,4,4
SOYABEAN,DRY,SEMI HUMID,20-30,NORMAL,6.5,0.693252191,3,1,1,2
TOMATO,DRY,DESERT,40-50,NORMAL,9.12,0.510108092,1,1,1,4
CITRUS,HUMID,DESERT,40-50,NORMAL,7.4,0.033158237,6,3,1,4
MELON,DRY,SEMI HUMID,30-40,WINDY,7.86,0.665496486,2,1,2,2
ONION,HUMID,DESERT,30-40,NORMAL,0.3,0.877640685,4,3,1,4
CABBAGE,DRY,HUMID,13-20,SUNNY,5.1,0.973029598,14,1,4,1
COTTON,DRY,DESERT,20-30,SUNNY,11.35,0.719249913,5,1,4,4
RICE,WET,HUMID,40-50,SUNNY,8.5,0.248739219,9,2,4,1
MAIZE,DRY,HUMID,40-50,SUNNY,8.46,0.692132595,7,1,4,1
WHEAT,HUMID,DESERT,40-50,WINDY,12.1,0.466162311,8,3,2,4
WHEAT,HUMID,DESERT,40-50,RAINY,3.1,0.208427099,8,3,3,4
MAIZE,DRY,DESERT,20-30,RAINY,0.8,0.157439041,7,1,3,4
SOYABEAN,HUMID,SEMI HUMID,30-40,SUNNY,7.3,0.991470039,3,3,4,2
SUGARCANE,HUMID,SEMI ARID,13-20,NORMAL,7.15,0.303330157,10,3,1,3
BANANA,WET,DESERT,30-40,NORMAL,7.15,0.033634404,13,2,1,4
CITRUS,DRY,SEMI ARID,20-30,RAINY,0.5,0.824136738,6,1,3,3
COTTON,HUMID,SEMI ARID,13-20,NORMAL,5.92,0.831111212,5,3,1,3
CABBAGE,WET,SEMI ARID,30-40,WINDY,5.83,0.565623259,14,2,2,3
CABBAGE,WET,HUMID,20-30,SUNNY,3.83,0.192685198,14,2,4,1
BEAN,HUMID,SEMI HUMID,40-50,RAINY,0.4,0.361977355,15,3,3,2
MAIZE,WET,SEMI HUMID,30-40,WINDY,5.34,0.912421371,7,2,2,2
SUGARCANE,DRY,HUMID,20-30,NORMAL,7.82,0.741431144,10,1,1,1
MELON,WET,SEMI ARID,40-50,NORMAL,6.06,0.811312256,2,2,1,3
ONION,DRY,DESERT,20-30,SUNNY,6.75,0.265003642,4,1,4,4
ONION,WET,SEMI ARID,40-50,NORMAL,6.625,0.70355308,4,2,1,3
COTTON,WET,SEMI HUMID,13-20,NORMAL,3.345,0.201803222,5,2,1,2
TOMATO,WET,DESERT,30-40,WINDY,6.6,0.987892396,1,2,2,4
CITRUS,WET,HUMID,20-30,NORMAL,2.33,0.993344502,6,2,1,1
WHEAT,HUMID,DESERT,20-30,WINDY,10.1,0.713943622,8,3,2,4
MAIZE,DRY,SEMI ARID,40-50,RAINY,0.58,0.145646142,7,1,3,3
SUGARCANE,WET,DESERT,30-40,RAINY,0.3,0.36177357,10,2,3,4
WHEAT,HUMID,DESERT,30-40,SUNNY,11.75,0.948827525,8,3,4,4
RICE,WET,HUMID,40-50,RAINY,0.8,0.086850746,9,2,3,1
POTATO,DRY,DESERT,13-20,WINDY,9.5,0.520060316,12,1,2,4
WHEAT,DRY,HUMID,30-40,NORMAL,8.85,0.294869908,8,1,1,1
POTATO,DRY,DESERT,40-50,SUNNY,13.1,0.868242314,12,1,4,4
COTTON,HUMID,DESERT,40-50,NORMAL,9.5,0.473310059,5,3,1,4
CITRUS,HUMID,SEMI HUMID,30-40,RAINY,0.3,0.97262866,6,3,3,2
MELON,HUMID,DESERT,13-20,SUNNY,6.18,0.533159567,2,3,4,4
MUSTARD,HUMID,SEMI ARID,40-50,SUNNY,8.64,0.799293655,11,3,4,3
COTTON,WET,SEMI ARID,40-50,NORMAL,7.2,0.992618864,5,2,1,3
SUGARCANE,WET,SEMI HUMID,40-50,RAINY,0.8,0.085911636,10,2,3,2
SUGARCANE,WET,HUMID,30-40,NORMAL,4.48,0.324280214,10,2,1,1
MELON,DRY,HUMID,20-30,RAINY,0.2,0.189278645,2,1,3,1
MELON,WET,DESERT,13-20,WINDY,4.6,0.193113158,2,2,2,4
BEAN,HUMID,SEMI ARID,13-20,WINDY,5.71,0.80798169,15,3,2,3
POTATO,DRY,SEMI ARID,40-50,NORMAL,10.9,0.229423675,12,1,1,3
ONION,DRY,HUMID,30-40,WINDY,4.75,0.507573861,4,1,2,1
WHEAT,WET,HUMID,20-30,NORMAL,3.48,0.013954958,8,2,1,1
RICE,DRY,DESERT,13-20,SUNNY,18.5,0.295768257,9,1,4,4
BANANA,HUMID,HUMID,30-40,RAINY,0.3,0.459189222,13,3,3,1
SUGARCANE,HUMID,SEMI ARID,20-30,SUNNY,9.6,0.696073366,10,3,4,3
BEAN,HUMID,DESERT,13-20,RAINY,0.5,0.610617789,15,3,3,4
TOMATO,WET,DESERT,20-30,SUNNY,6.1,0.136040245,1,2,4,4
MELON,WET,SEMI HUMID,13-20,NORMAL,2.34,0.682179815,2,2,1,2
MELON,WET,SEMI ARID,13-20,SUNNY,4.56,0.074294382,2,2,4,3
CABBAGE,DRY,SEMI HUMID,40-50,WINDY,8.5,0.305567609,14,1,2,2
ONION,DRY,SEMI ARID,40-50,WINDY,8.125,0.147380675,4,1,2,3
POTATO,HUMID,HUMID,40-50,SUNNY,6.95,0.483756926,12,3,4,1
POTATO,HUMID,DESERT,20-30,RAINY,0.8,0.172014087,12,3,3,4
MUSTARD,DRY,SEMI ARID,30-40,WINDY,8.58,0.350609529,11,1,2,3
BEAN,DRY,DESERT,20-30,SUNNY,9.4,0.880993696,15,1,4,4
RICE,DRY,HUMID,30-40,WINDY,14,0.834762099,9,1,2,1
CABBAGE,WET,SEMI HUMID,30-40,WINDY,5.16,0.176441947,14,2,2,2
TOMATO,DRY,DESERT,30-40,RAINY,0.12,0.981828222,1,1,3,4
BEAN,WET,DESERT,13-20,WINDY,5.1,0.426099192,15,2,2,4
BANANA,HUMID,HUMID,20-30,RAINY,0.2,0.707798975,13,3,3,1
COTTON,WET,SEMI HUMID,40-50,RAINY,0.3,0.268339255,5,2,3,2
CABBAGE,HUMID,SEMI HUMID,20-30,NORMAL,4.2,0.438051719,14,3,1,2
MAIZE,HUMID,HUMID,13-20,RAINY,0.1,0.1775206,7,3,3,1
MELON,WET,DESERT,30-40,WINDY,6.6,0.820419182,2,2,2,4
BANANA,DRY,HUMID,30-40,NORMAL,7.68,0.60312802,13,1,1,1
BEAN,DRY,SEMI ARID,13-20,WINDY,8.9,0.438960951,15,1,2,3
MELON,DRY,SEMI ARID,40-50,RAINY,0.58,0.60127181,2,1,3,3
MELON,WET,SEMI ARID,30-40,RAINY,0.3,0.482713456,2,2,3,3
TOMATO,WET,DESERT,30-40,SUNNY,7.1,0.601176384,1,2,4,4
CABBAGE,HUMID,SEMI ARID,20-30,NORMAL,4.6,0.1214576,14,3,1,3
WHEAT,WET,HUMID,13-20,NORMAL,2.48,0.654829347,8,2,1,1
COTTON,DRY,SEMI HUMID,13-20,RAINY,0.1,0.116005235,5,1,3,2
BANANA,DRY,HUMID,20-30,RAINY,0.3,0.772335341,13,1,3,1
CITRUS,DRY,HUMID,20-30,NORMAL,4.5,0.491644694,6,1,1,1
MAIZE,DRY,DESERT,30-40,NORMAL,8.12,0.945971108,7,1,1,4
MUSTARD,DRY,SEMI HUMID,30-40,SUNNY,8.36,0.771690262,11,1,4,2
MELON,HUMID,SEMI ARID,40-50,WINDY,8.14,0.449354377,2,3,2,3
SUGARCANE,WET,DESERT,40-50,WINDY,10.4,0.225391206,10,2,2,4
WHEAT,DRY,SEMI HUMID,30-40,WINDY,11.4,0.924351451,8,1,2,2
CITRUS,HUMID,DESERT,30-40,WINDY,7.2,0.834789809,6,3,2,4
MAIZE,WET,HUMID,20-30,SUNNY,4,0.775346211,7,2,4,1
TOMATO,DRY,DESERT,40-50,SUNNY,10.62,0.034595775,1,1,4,4
ONION,WET,SEMI ARID,20-30,NORMAL,4.625,0.825364761,4,2,1,3
SUGARCANE,HUMID,SEMI ARID,30-40,SUNNY,10.7,0.045794264,10,3,4,3
MUSTARD,WET,SEMI HUMID,40-50,RAINY,0.3,0.139037621,11,2,3,2
TOMATO,DRY,SEMI HUMID,30-40,WINDY,7.86,0.391848122,1,1,2,2
CABBAGE,DRY,DESERT,13-20,WINDY,6.5,0.280690947,14,1,2,4
POTATO,WET,DESERT,20-30,WINDY,7.15,0.132719765,12,2,2,4
MELON,HUMID,HUMID,20-30,SUNNY,5.02,0.308810071,2,3,4,1
MUSTARD,DRY,SEMI ARID,13-20,WINDY,6.58,0.350317608,11,1,2,3
MELON,WET,SEMI HUMID,30-40,NORMAL,4.34,0.25196162,2,2,1,2
TOMATO,WET,SEMI ARID,40-50,WINDY,7.06,0.183972529,1,2,2,3
ONION,HUMID,HUMID,20-30,RAINY,4.25,0.343487094,4,3,3,1
CITRUS,WET,HUMID,20-30,SUNNY,3.83,0.709805094,6,2,4,1
BANANA,HUMID,HUMID,40-50,WINDY,6.2,0.688165157,13,3,2,1
SOYABEAN,HUMID,SEMI ARID,30-40,NORMAL,6.6,0.398819262,3,3,1,3
CITRUS,WET,SEMI HUMID,30-40,RAINY,0.2,0.66963028,6,2,3,2
ONION,HUMID,SEMI ARID,13-20,NORMAL,0.1,0.464131195,4,3,1,3
BEAN,WET,DESERT,30-40,NORMAL,6.2,0.962892129,15,2,1,4
BEAN,DRY,SEMI HUMID,13-20,WINDY,6.5,0.35730356,15,1,2,2
COTTON,HUMID,SEMI HUMID,30-40,WINDY,7.5,0.523521011,5,3,2,2
BEAN,WET,HUMID,13-20,RAINY,0.1,0.384812255,15,2,3,1
MAIZE,HUMID,SEMI ARID,13-20,WINDY,5.14,0.416003673,7,3,2,3
TOMATO,DRY,DESERT,30-40,NORMAL,8.12,0.327418378,1,1,1,4
TOMATO,WET,SEMI HUMID,40-50,NORMAL,5.34,0.29833849,1,2,1,2
MELON,DRY,SEMI HUMID,40-50,SUNNY,9.36,0.783636602,2,1,4,2
MAIZE,HUMID,SEMI HUMID,20-30,SUNNY,5.92,0.533578171,7,3,4,2
BEAN,HUMID,DESERT,20-30,WINDY,7.2,0.771791069,15,3,2,4
RICE,HUMID,SEMI HUMID,40-50,WINDY,13.5,0.462071587,9,3,2,2
ONION,DRY,SEMI HUMID,13-20,SUNNY,4.875,0.426106648,4,1,4,2
POTATO,DRY,SEMI HUMID,20-30,SUNNY,9.25,0.784662419,12,1,4,2
WHEAT,HUMID,SEMI ARID,40-50,RAINY,2.1,0.048829816,8,3,3,3
WHEAT,WET,SEMI ARID,20-30,SUNNY,7.75,0.238981575,8,2,4,3
TOMATO,DRY,SEMI ARID,13-20,RAINY,0.3,0.443398188,1,1,3,3
BEAN,HUMID,SEMI ARID,13-20,SUNNY,6.21,0.846964356,15,3,4,3
ONION,WET,HUMID,20-30,SUNNY,4.125,0.04430808,4,2,4,1
SOYABEAN,HUMID,HUMID,30-40,WINDY,5.9,0.471547927,3,3,2,1
RICE,HUMID,SEMI HUMID,13-20,SUNNY,11,0.34725094,9,3,4,2
TOMATO,WET,SEMI ARID,30-40,RAINY,0.3,0.340042762,1,2,3,3
POTATO,WET,SEMI ARID,40-50,RAINY,0.8,0.714131491,12,2,3,3
MELON,HUMID,SEMI ARID,20-30,RAINY,0.3,0.929388052,2,3,3,3
CITRUS,HUMID,HUMID,40-50,NORMAL,5.33,0.621265642,6,3,1,1
MUSTARD,WET,DESERT,13-20,NORMAL,3.6,0.400074985,11,2,1,4
BEAN,DRY,SEMI HUMID,20-30,RAINY,0.5,0.449561236,15,1,3,2
TOMATO,DRY,SEMI ARID,20-30,RAINY,0.5,0.941860747,1,1,3,3
BANANA,DRY,HUMID,30-40,RAINY,0.8,0.493779248,13,1,3,1
ONION,WET,SEMI HUMID,40-50,NORMAL,0.2,0.531896862,4,2,1,2
RICE,WET,SEMI ARID,13-20,RAINY,0.5,0.5960594,9,2,3,3
POTATO,DRY,HUMID,30-40,NORMAL,7.6,0.772294836,12,1,1,1
MAIZE,HUMID,DESERT,20-30,RAINY,0.3,0.931864981,7,3,3,4
BEAN,DRY,DESERT,20-30,WINDY,8.9,0.625404229,15,1,2,4
MELON,HUMID,SEMI HUMID,40-50,WINDY,7.42,0.40843755,2,3,2,2
MUSTARD,HUMID,SEMI HUMID,20-30,WINDY,5.42,0.82296799,11,3,2,2
SOYABEAN,HUMID,SEMI ARID,13-20,SUNNY,6.21,0.404641836,3,3,4,3
SOYABEAN,DRY,HUMID,13-20,WINDY,5.51,0.425224427,3,1,2,1
SUGARCANE,HUMID,DESERT,40-50,SUNNY,12.6,0.07921627,10,3,4,4
RICE,DRY,SEMI ARID,13-20,WINDY,16.5,0.28011598,9,1,2,3
BANANA,DRY,HUMID,13-20,NORMAL,5.65,0.372259822,13,1,1,1
WHEAT,DRY,HUMID,30-40,WINDY,9.85,0.825222005,8,1,2,1
MUSTARD,DRY,DESERT,20-30,RAINY,0.8,0.961444332,11,1,3,4
ONION,WET,DESERT,40-50,WINDY,0.3,0.180553153,4,2,2,4
WHEAT,HUMID,HUMID,40-50,RAINY,0.8,0.070112491,8,3,3,1
BANANA,HUMID,DESERT,40-50,NORMAL,9.5,0.978575089,13,3,1,4
COTTON,WET,HUMID,40-50,SUNNY,6.65,0.827401758,5,2,4,1
BEAN,DRY,HUMID,13-20,SUNNY,6.01,0.71124017,15,1,4,1
POTATO,HUMID,SEMI ARID,13-20,SUNNY,7.12,0.700844005,12,3,4,3
TOMATO,HUMID,SEMI ARID,30-40,WINDY,7.14,0.828780982,1,3,2,3
ONION,WET,HUMID,40-50,SUNNY,6.125,0.883058169,4,2,4,1
SOYABEAN,WET,DESERT,40-50,NORMAL,7.3,0.162118863,3,2,1,4
MUSTARD,WET,SEMI HUMID,40-50,SUNNY,6.84,0.634392894,11,2,4,2
BANANA,WET,SEMI HUMID,40-50,NORMAL,6.52,0.262466338,13,2,1,2
MELON,DRY,SEMI ARID,13-20,WINDY,6.58,0.362094791,2,1,2,3
WHEAT,DRY,HUMID,20-30,RAINY,0.8,0.090836749,8,1,3,1
RICE,HUMID,HUMID,40-50,RAINY,2,0.77057035,9,3,3,1
COTTON,DRY,SEMI HUMID,40-50,RAINY,1.9,0.817762136,5,1,3,2
MELON,HUMID,SEMI HUMID,30-40,SUNNY,6.92,0.12520886,2,3,4,2
WHEAT,WET,DESERT,40-50,RAINY,1.4,0.895517815,8,2,3,4
ONION,DRY,SEMI HUMID,20-30,WINDY,5.375,0.084556452,4,1,2,2
WHEAT,WET,SEMI ARID,20-30,WINDY,7.25,0.621687053,8,2,2,3
CABBAGE,DRY,DESERT,30-40,RAINY,0.8,0.006882724,14,1,3,4
ONION,WET,SEMI ARID,30-40,RAINY,4.125,0.216015374,4,2,3,3
RICE,WET,HUMID,20-30,RAINY,0.3,0.198399313,9,2,3,1
SOYABEAN,DRY,SEMI ARID,20-30,SUNNY,10.1,0.726011118,3,1,4,3
CITRUS,HUMID,DESERT,13-20,RAINY,0.2,0.718173098,6,3,3,4
BEAN,DRY,SEMI ARID,13-20,RAINY,0.8,0.100653686,15,1,3,3
SOYABEAN,DRY,SEMI ARID,20-30,WINDY,9.6,0.939806244,3,1,2,3
POTATO,HUMID,SEMI HUMID,30-40,WINDY,7.5,0.155779899,12,3,2,2
TOMATO,HUMID,SEMI ARID,40-50,NORMAL,7.14,0.63909301,1,3,1,3
MAIZE,DRY,DESERT,20-30,WINDY,8.12,0.078795435,7,1,2,4
ONION,HUMID,SEMI HUMID,20-30,RAINY,3.375,0.471938648,4,3,3,2
RICE,WET,HUMID,20-30,SUNNY,6.5,0.022563945,9,2,4,1
SOYABEAN,HUMID,DESERT,13-20,WINDY,6.33,0.98123365,3,3,2,4
MELON,WET,HUMID,40-50,RAINY,0.2,0.916695092,2,2,3,1
BANANA,WET,SEMI ARID,30-40,WINDY,7.3,0.497984822,13,2,2,3
COTTON,HUMID,HUMID,30-40,WINDY,6,0.591796967,5,3,2,1
