ID,Estimated_Insects_Count,Crop_Type,Soil_Type,Pesticide_used,Number_Doses_Week,Number_Weeks_Used,Number_Weeks_Quit,Season,Crop_Damage,Random Number,Season in number
F00153979,3702,Rabi,Black-Cotton,2,60,52,0,Monsoon,Minimal Damage,0.989886509,2
F00087844,1385,Rabi,Alluvial,1,15,13,25,Winter,Minimal Damage,0.989865008,3
F00031618,626,Rabi,Alluvial,1,40,28,3,Monsoon,Minimal Damage,0.989844612,2
F00001184,168,Kharif,Black-Cotton,2,50,18,0,Winter,Minimal Damage,0.98984208,3
F00120415,2015,Rabi,Alluvial,1,25,26,25,Summer,Minimal Damage,0.98983207,1
F00148773,3164,Rabi,Alluvial,2,15,60,0,Winter,Minimal Damage,0.989829851,3
F00000167,150,Rabi,Alluvial,2,10,21,0,Summer,Minimal Damage,0.989826051,1
F00126592,2139,Kharif,Alluvial,1,25,46,6,Monsoon,Minimal Damage,0.989805226,2
F00113695,1898,Rabi,Alluvial,1,40,18,4,Monsoon,Minimal Damage,0.989803223,2
F00083896,1296,Rabi,Black-Cotton,1,40,15,25,Monsoon,Minimal Damage,0.989801715,2
F00041079,732,Rabi,Black-Cotton,1,40,7,19,Summer,Minimal Damage,0.989785735,1
F00124949,2138,Rabi,Alluvial,1,20,35,18,Monsoon,Minimal Damage,0.989769345,2
F00113028,1786,Rabi,Alluvial,1,25,20,31,Winter,Partial Damage,0.989739803,3
F00039968,732,Kharif,Alluvial,2,40,26,0,Summer,Minimal Damage,0.989712729,1
F00085044,1297,Kharif,Alluvial,1,20,42,2,Summer,Minimal Damage,0.989709623,1
F00059063,984,Kharif,Black-Cotton,2,30,41,0,Monsoon,Partial Damage,0.989709508,2
F00035747,677,Rabi,Black-Cotton,1,40,25,14,Monsoon,Minimal Damage,0.989705007,2
F00020368,531,Kharif,Alluvial,1,25,20,8,Winter,Minimal Damage,0.989696805,3
F00088844,1385,Rabi,Black-Cotton,1,10,20,17,Winter,Minimal Damage,0.989689302,3
F00155300,4096,Rabi,Alluvial,1,10,40,25,Winter,Minimal Damage,0.989683241,3
F00079137,1212,Kharif,Black-Cotton,2,10,41,0,Monsoon,Minimal Damage,0.989680199,2
F00002381,209,Kharif,Alluvial,2,5,5,0,Monsoon,Partial Damage,0.989672983,2
F00135918,2402,Kharif,Alluvial,1,40,48,4,Monsoon,Minimal Damage,0.989657121,2
F00030905,625,Rabi,Black-Cotton,1,30,20,7,Monsoon,Minimal Damage,0.989656356,2
F00006248,311,Kharif,Black-Cotton,2,20,17,0,Summer,Minimal Damage,0.989654344,1
F00003603,232,Rabi,Alluvial,2,40,27,0,Monsoon,Minimal Damage,0.989652702,2
F00073126,1132,Rabi,Alluvial,1,20,22,18,Winter,Significant Damage,0.989648306,3
F00117210,1898,Rabi,Alluvial,2,10,49,0,Summer,Minimal Damage,0.98964043,1
F00129690,2267,Rabi,Black-Cotton,1,20,28,24,Summer,Minimal Damage,0.989614914,1
F00073781,1132,Rabi,Black-Cotton,2,10,48,0,Summer,Minimal Damage,0.98961279,1
F00142605,2688,Rabi,Black-Cotton,1,20,43,6,Winter,Minimal Damage,0.989601175,3
F00065730,1056,Rabi,Black-Cotton,2,5,12,0,Monsoon,Minimal Damage,0.989598308,2
F00068830,1132,Rabi,Black-Cotton,1,40,31,8,Winter,Minimal Damage,0.989589727,3
F00072953,1132,Rabi,Alluvial,1,30,33,15,Summer,Minimal Damage,0.989561564,1
F00076038,1212,Rabi,Black-Cotton,2,5,33,0,Monsoon,Minimal Damage,0.989550888,2
F00037813,731,Rabi,Alluvial,1,40,20,10,Monsoon,Minimal Damage,0.989548399,2
F00036034,677,Rabi,Alluvial,1,20,26,10,Winter,Minimal Damage,0.989534163,3
F00005412,283,Kharif,Black-Cotton,2,10,21,0,Monsoon,Minimal Damage,0.989527852,2
F00078393,1212,Rabi,Alluvial,1,15,25,19,Winter,Significant Damage,0.989520862,3
F00015134,448,Kharif,Alluvial,1,20,10,15,Monsoon,Minimal Damage,0.98951605,2
F00107683,1678,Rabi,Alluvial,1,30,43,4,Summer,Minimal Damage,0.989512015,1
F00140710,2688,Kharif,Alluvial,2,20,32,0,Monsoon,Minimal Damage,0.989506275,2
F00088132,1385,Kharif,Alluvial,1,10,44,0,Monsoon,Minimal Damage,0.989498617,2
F00135518,2402,Kharif,Alluvial,1,10,23,27,Summer,Minimal Damage,0.989462986,1
F00059918,984,Rabi,Black-Cotton,1,40,34,0,Monsoon,Minimal Damage,0.989442751,2
F00116619,1898,Kharif,Alluvial,1,25,31,12,Monsoon,Minimal Damage,0.989442001,2
F00152501,3516,Kharif,Alluvial,2,10,30,0,Monsoon,Partial Damage,0.989435666,2
F00102864,1576,Rabi,Black-Cotton,1,20,14,13,Monsoon,Minimal Damage,0.989427967,2
F00093747,1478,Rabi,Alluvial,2,15,36,0,Monsoon,Partial Damage,0.989427206,2
F00012755,411,Kharif,Alluvial,1,15,5,15,Summer,Minimal Damage,0.989391067,1
F00119822,2015,Rabi,Alluvial,1,60,40,10,Monsoon,Minimal Damage,0.989390107,2
F00031913,626,Kharif,Alluvial,1,30,15,17,Summer,Minimal Damage,0.989379868,1
F00129897,2267,Rabi,Alluvial,1,40,44,5,Summer,Minimal Damage,0.989376383,1
F00126537,2139,Rabi,Black-Cotton,1,60,43,4,Monsoon,Partial Damage,0.989363237,2
F00125254,2138,Rabi,Black-Cotton,1,10,21,25,Summer,Minimal Damage,0.989360985,1
F00087720,1385,Rabi,Black-Cotton,1,5,40,1,Monsoon,Minimal Damage,0.989356046,2
F00138475,2542,Rabi,Black-Cotton,1,40,23,29,Summer,Minimal Damage,0.989346274,1
F00081886,1296,Rabi,Alluvial,1,15,21,20,Monsoon,Minimal Damage,0.989345919,2
F00141030,2688,Kharif,Alluvial,1,5,5,32,Monsoon,Minimal Damage,0.98933837,2
F00003487,232,Rabi,Black-Cotton,1,25,18,5,Monsoon,Minimal Damage,0.989329406,2
F00055755,916,Kharif,Alluvial,1,20,31,8,Monsoon,Minimal Damage,0.989324109,2
F00048492,851,Rabi,Alluvial,1,10,12,24,Monsoon,Minimal Damage,0.989308721,2
F00069704,1132,Rabi,Black-Cotton,2,30,45,0,Monsoon,Partial Damage,0.989307276,2
F00092783,1478,Kharif,Alluvial,2,40,21,0,Winter,Minimal Damage,0.989305238,3
F00014287,448,Rabi,Black-Cotton,1,10,18,10,Winter,Minimal Damage,0.98930241,3
F00151075,3337,Kharif,Alluvial,2,30,26,0,Monsoon,Minimal Damage,0.989279509,2
F00138699,2542,Kharif,Alluvial,1,20,34,21,Monsoon,Minimal Damage,0.98924396,2
F00039487,731,Kharif,Alluvial,1,5,14,20,Winter,Minimal Damage,0.989237131,3
F00026963,577,Kharif,Alluvial,1,20,17,15,Monsoon,Minimal Damage,0.989228155,2
F00014491,448,Rabi,Black-Cotton,1,20,15,9,Winter,Minimal Damage,0.98921789,3
F00136016,2402,Rabi,Black-Cotton,1,30,33,20,Monsoon,Minimal Damage,0.989206516,2
F00104645,1678,Rabi,Black-Cotton,1,60,12,25,Winter,Minimal Damage,0.989193306,3
F00093059,1478,Kharif,Alluvial,1,40,36,12,Winter,Minimal Damage,0.989191656,3
F00060736,984,Rabi,Black-Cotton,2,25,31,0,Winter,Minimal Damage,0.989189428,3
F00131798,2267,Rabi,Alluvial,1,40,48,0,Monsoon,Minimal Damage,0.989145639,2
F00122649,2016,Rabi,Alluvial,1,10,38,10,Winter,Minimal Damage,0.98913809,3
F00114224,1898,Rabi,Alluvial,1,40,36,4,Summer,Minimal Damage,0.989120673,1
F00128191,2267,Kharif,Alluvial,2,10,49,0,Summer,Minimal Damage,0.989118963,1
F00018526,488,Kharif,Alluvial,2,20,30,0,Summer,Minimal Damage,0.989116196,1
F00148214,2999,Rabi,Black-Cotton,1,45,48,5,Monsoon,Minimal Damage,0.989107176,2
F00110868,1785,Rabi,Black-Cotton,1,5,37,12,Winter,Minimal Damage,0.98909494,3
F00058402,984,Rabi,Alluvial,2,30,34,0,Summer,Partial Damage,0.989087686,1
F00142893,2688,Rabi,Alluvial,1,40,34,8,Monsoon,Minimal Damage,0.989085653,2
F00123856,2138,Rabi,Black-Cotton,1,40,38,18,Winter,Minimal Damage,0.989068449,3
F00136896,2541,Rabi,Black-Cotton,1,5,42,17,Monsoon,Minimal Damage,0.989066821,2
F00095229,1478,Rabi,Black-Cotton,1,30,12,28,Monsoon,Minimal Damage,0.989064228,2
F00140524,2688,Rabi,Alluvial,1,40,30,23,Monsoon,Minimal Damage,0.989040596,2
F00072604,1132,Kharif,Alluvial,2,15,21,0,Winter,Partial Damage,0.989038069,3
F00004677,257,Kharif,Alluvial,1,10,14,9,Monsoon,Minimal Damage,0.989016741,2
F00138053,2541,Rabi,Alluvial,1,15,25,10,Monsoon,Minimal Damage,0.989001193,2
F00045102,789,Rabi,Alluvial,1,40,24,18,Monsoon,Minimal Damage,0.989000023,2
F00099573,1576,Rabi,Alluvial,2,20,48,0,Winter,Partial Damage,0.988988832,3
F00090564,1385,Rabi,Alluvial,1,30,31,18,Monsoon,Minimal Damage,0.988968544,2
F00020888,531,Rabi,Black-Cotton,2,60,26,0,Summer,Minimal Damage,0.98895004,1
F00015993,448,Kharif,Alluvial,1,5,10,15,Summer,Minimal Damage,0.988943246,1
F00080715,1296,Rabi,Black-Cotton,1,50,42,2,Monsoon,Minimal Damage,0.988919163,2
F00107084,1678,Kharif,Black-Cotton,2,30,40,0,Monsoon,Significant Damage,0.98891642,2
F00133323,2401,Rabi,Alluvial,2,20,56,0,Winter,Partial Damage,0.988913868,3
F00044490,789,Rabi,Black-Cotton,1,20,9,7,Winter,Minimal Damage,0.988886008,3
F00064843,1056,Rabi,Black-Cotton,1,15,12,25,Summer,Minimal Damage,0.988874273,1
F00028101,577,Kharif,Alluvial,1,5,15,11,Monsoon,Minimal Damage,0.988864117,2
F00094895,1478,Rabi,Black-Cotton,1,10,34,8,Monsoon,Minimal Damage,0.988831274,2
F00020115,489,Rabi,Alluvial,2,30,33,0,Monsoon,Minimal Damage,0.988823256,2
F00073904,1132,Kharif,Alluvial,1,20,19,11,Summer,Minimal Damage,0.988786269,1
F00002949,232,Kharif,Black-Cotton,2,20,13,0,Summer,Minimal Damage,0.988773944,1
F00041406,732,Rabi,Black-Cotton,1,15,12,19,Summer,Minimal Damage,0.98875048,1
F00128092,2139,Rabi,Alluvial,1,40,34,15,Summer,Minimal Damage,0.988726609,1
F00089180,1385,Rabi,Alluvial,1,60,21,19,Monsoon,Minimal Damage,0.988720491,2
F00139593,2542,Rabi,Black-Cotton,1,10,22,36,Monsoon,Minimal Damage,0.988687891,2
F00017216,488,Kharif,Black-Cotton,2,25,31,0,Summer,Minimal Damage,0.988678977,1
F00061452,984,Kharif,Alluvial,1,40,36,1,Monsoon,Minimal Damage,0.988644272,2
F00143159,2840,Rabi,Alluvial,2,20,61,0,Summer,Partial Damage,0.988627161,1
F00082000,1296,Kharif,Alluvial,2,40,45,0,Winter,Minimal Damage,0.9886231,3
F00107695,1678,Rabi,Alluvial,1,80,47,8,Winter,Minimal Damage,0.988620589,3
F00138147,2541,Kharif,Alluvial,1,15,45,6,Summer,Minimal Damage,0.988620404,1
F00087304,1385,Rabi,Alluvial,1,20,37,2,Monsoon,Minimal Damage,0.988619287,2
F00088414,1385,Rabi,Black-Cotton,1,50,41,6,Summer,Minimal Damage,0.988587184,1
F00056187,916,Rabi,Black-Cotton,1,5,10,15,Monsoon,Minimal Damage,0.988580115,2
F00141985,2688,Rabi,Black-Cotton,2,20,61,0,Monsoon,Significant Damage,0.988562844,2
F00119920,2015,Rabi,Black-Cotton,1,5,26,11,Winter,Minimal Damage,0.98856184,3
F00011076,410,Kharif,Alluvial,1,10,5,13,Summer,Minimal Damage,0.988560218,1
F00061262,984,Rabi,Black-Cotton,1,20,21,11,Winter,Minimal Damage,0.988556039,3
F00056790,916,Rabi,Alluvial,2,30,33,0,Winter,Minimal Damage,0.988544461,3
F00126196,2139,Rabi,Black-Cotton,2,40,52,0,Summer,Minimal Damage,0.988541881,1
F00020126,489,Kharif,Alluvial,1,5,24,5,Monsoon,Minimal Damage,0.988528162,2
F00125628,2138,Rabi,Black-Cotton,1,20,48,5,Monsoon,Minimal Damage,0.988510743,2
F00021527,531,Rabi,Alluvial,1,20,25,6,Winter,Minimal Damage,0.988485637,3
F00021808,531,Rabi,Alluvial,1,20,25,1,Monsoon,Minimal Damage,0.988484263,2
F00000563,151,Rabi,Black-Cotton,1,20,15,0,Monsoon,Minimal Damage,0.988476854,2
F00117020,1898,Rabi,Black-Cotton,1,20,16,34,Monsoon,Minimal Damage,0.98847319,2
F00018418,488,Kharif,Alluvial,1,20,28,3,Summer,Minimal Damage,0.988468424,1
F00001258,168,Rabi,Alluvial,2,30,21,0,Monsoon,Minimal Damage,0.988457515,2
F00134357,2401,Rabi,Alluvial,2,30,57,0,Monsoon,Minimal Damage,0.988436902,2
F00099516,1575,Rabi,Black-Cotton,1,40,33,18,Summer,Minimal Damage,0.988426643,1
F00005203,283,Rabi,Alluvial,1,30,29,6,Summer,Minimal Damage,0.98841565,1
F00002457,209,Kharif,Alluvial,2,70,25,0,Monsoon,Minimal Damage,0.988411365,2
F00020399,531,Kharif,Black-Cotton,2,30,32,0,Summer,Significant Damage,0.988404612,1
F00042904,789,Rabi,Black-Cotton,1,10,5,18,Monsoon,Minimal Damage,0.988392682,2
F00053024,915,Rabi,Black-Cotton,2,30,32,0,Summer,Minimal Damage,0.988373376,1
F00008909,375,Rabi,Black-Cotton,1,25,21,5,Monsoon,Minimal Damage,0.988370268,2
F00132996,2401,Rabi,Alluvial,1,20,31,10,Summer,Partial Damage,0.988369266,1
F00077029,1212,Kharif,Alluvial,1,60,35,3,Winter,Minimal Damage,0.988367112,3
F00017558,488,Kharif,Black-Cotton,2,25,18,0,Monsoon,Minimal Damage,0.988363935,2
F00118079,1898,Rabi,Alluvial,1,20,21,26,Monsoon,Minimal Damage,0.988359638,2
F00115342,1898,Kharif,Alluvial,2,20,19,0,Summer,Minimal Damage,0.988328922,1
F00068354,1056,Kharif,Alluvial,1,20,22,20,Summer,Minimal Damage,0.988315153,1
F00090968,1385,Kharif,Alluvial,1,10,13,27,Monsoon,Minimal Damage,0.988309535,2
F00010774,410,Kharif,Alluvial,1,10,19,2,Monsoon,Minimal Damage,0.988305524,2
F00148054,2999,Rabi,Alluvial,1,25,34,2,Summer,Minimal Damage,0.988302464,1
F00008393,342,Kharif,Black-Cotton,2,10,17,0,Monsoon,Minimal Damage,0.988301783,2
F00094861,1478,Rabi,Alluvial,1,30,35,9,Summer,Minimal Damage,0.988300279,1
F00111938,1786,Rabi,Alluvial,2,30,50,0,Winter,Minimal Damage,0.988294325,3
F00012897,411,Rabi,Black-Cotton,1,30,24,6,Monsoon,Minimal Damage,0.988292307,2
F00019083,488,Rabi,Black-Cotton,2,45,26,0,Summer,Minimal Damage,0.988277154,1
F00088837,1385,Rabi,Black-Cotton,1,5,5,31,Summer,Minimal Damage,0.988240287,1
F00152896,3516,Rabi,Alluvial,1,10,10,45,Winter,Minimal Damage,0.988203526,3
F00007389,342,Kharif,Alluvial,1,40,22,5,Summer,Minimal Damage,0.988180965,1
F00154431,3702,Rabi,Black-Cotton,1,30,26,30,Monsoon,Minimal Damage,0.988179294,2
F00140218,2687,Rabi,Alluvial,1,30,40,10,Monsoon,Partial Damage,0.988159056,2
F00140679,2688,Rabi,Black-Cotton,1,20,39,12,Winter,Minimal Damage,0.98815585,3
F00072405,1132,Kharif,Alluvial,1,30,7,12,Summer,Minimal Damage,0.988153533,1
F00153306,3516,Rabi,Black-Cotton,1,30,50,11,Summer,Partial Damage,0.988127938,1
F00074559,1212,Rabi,Black-Cotton,1,20,21,24,Winter,Minimal Damage,0.988119889,3
F00116849,1898,Rabi,Alluvial,1,40,45,4,Monsoon,Minimal Damage,0.988096549,2
F00046745,790,Kharif,Alluvial,1,10,18,8,Winter,Minimal Damage,0.988086649,3
F00081521,1296,Rabi,Black-Cotton,1,20,20,25,Summer,Partial Damage,0.988068742,1
F00036275,677,Rabi,Alluvial,1,20,24,17,Winter,Partial Damage,0.988053506,3
F00153037,3516,Rabi,Black-Cotton,1,10,33,17,Summer,Minimal Damage,0.98805347,1
F00100700,1576,Rabi,Black-Cotton,1,10,27,18,Summer,Minimal Damage,0.988051582,1
F00092508,1478,Rabi,Alluvial,1,60,22,25,Winter,Minimal Damage,0.988050029,3
F00083682,1296,Rabi,Black-Cotton,1,40,10,19,Summer,Minimal Damage,0.988014105,1
F00065523,1056,Kharif,Alluvial,1,10,13,7,Monsoon,Minimal Damage,0.987958215,2
F00000764,168,Rabi,Alluvial,2,10,24,0,Monsoon,Minimal Damage,0.987957663,2
F00056111,916,Rabi,Alluvial,1,60,25,10,Summer,Minimal Damage,0.987948965,1
F00116067,1898,Kharif,Alluvial,1,20,31,12,Summer,Minimal Damage,0.987905758,1
F00094524,1478,Rabi,Alluvial,1,25,45,3,Monsoon,Minimal Damage,0.987898877,2
F00044315,789,Rabi,Black-Cotton,1,15,29,8,Monsoon,Minimal Damage,0.987874971,2
F00125470,2138,Rabi,Alluvial,1,15,30,14,Summer,Minimal Damage,0.987854081,1
F00058384,984,Kharif,Alluvial,1,25,41,10,Summer,Minimal Damage,0.98781516,1
F00129702,2267,Rabi,Black-Cotton,1,30,48,1,Summer,Minimal Damage,0.987740503,1
F00039999,732,Rabi,Black-Cotton,1,35,26,10,Summer,Minimal Damage,0.987727788,1
F00061879,984,Rabi,Black-Cotton,1,30,30,5,Monsoon,Minimal Damage,0.987712727,2
F00028726,625,Rabi,Black-Cotton,1,5,15,1,Monsoon,Minimal Damage,0.987706849,2
F00111581,1785,Rabi,Alluvial,1,25,28,25,Winter,Minimal Damage,0.987693818,3
F00141847,2688,Rabi,Alluvial,1,15,16,34,Monsoon,Minimal Damage,0.987692016,2
F00065224,1056,Rabi,Alluvial,2,40,47,0,Summer,Minimal Damage,0.987687166,1
F00036285,677,Rabi,Black-Cotton,1,20,28,2,Summer,Minimal Damage,0.987681376,1
F00001350,169,Rabi,Alluvial,1,40,21,1,Monsoon,Minimal Damage,0.987676318,2
F00028729,625,Rabi,Black-Cotton,1,20,10,19,Monsoon,Minimal Damage,0.98766555,2
F00123207,2016,Rabi,Black-Cotton,1,20,23,10,Summer,Minimal Damage,0.987656754,1
F00097528,1478,Rabi,Alluvial,1,5,32,11,Summer,Minimal Damage,0.987636273,1
F00090341,1385,Kharif,Alluvial,2,20,37,0,Winter,Partial Damage,0.987626345,3
F00019167,488,Kharif,Alluvial,2,35,29,0,Summer,Minimal Damage,0.98762629,1
F00101786,1576,Rabi,Black-Cotton,1,10,16,31,Summer,Minimal Damage,0.98760649,1
F00122242,2016,Rabi,Black-Cotton,2,40,48,0,Monsoon,Minimal Damage,0.987584132,2
F00022203,531,Rabi,Black-Cotton,1,25,13,16,Monsoon,Minimal Damage,0.987569665,2
F00016700,448,Kharif,Alluvial,2,40,35,0,Summer,Partial Damage,0.987562232,1
F00138172,2541,Kharif,Alluvial,1,20,25,16,Monsoon,Minimal Damage,0.987546468,2
F00147441,2999,Kharif,Alluvial,1,20,39,15,Monsoon,Minimal Damage,0.98753845,2
F00099980,1576,Rabi,Alluvial,1,20,10,32,Monsoon,Minimal Damage,0.987533218,2
F00102319,1576,Kharif,Black-Cotton,2,5,40,0,Summer,Minimal Damage,0.987525403,1
F00045143,789,Rabi,Alluvial,2,20,35,0,Winter,Significant Damage,0.987525365,3
F00146131,2999,Rabi,Alluvial,1,40,19,36,Summer,Minimal Damage,0.987523159,1
F00079448,1212,Rabi,Black-Cotton,2,40,42,0,Summer,Partial Damage,0.987519715,1
F00106767,1678,Kharif,Alluvial,1,5,47,4,Monsoon,Minimal Damage,0.987518507,2
F00080552,1296,Rabi,Alluvial,1,20,38,6,Monsoon,Minimal Damage,0.987514113,2
F00153786,3702,Rabi,Alluvial,1,20,60,6,Winter,Minimal Damage,0.987509277,3
F00089510,1385,Rabi,Black-Cotton,1,40,35,9,Monsoon,Minimal Damage,0.987506248,2
F00084688,1297,Kharif,Alluvial,1,30,35,6,Summer,Minimal Damage,0.987489957,1
F00118086,1898,Rabi,Alluvial,1,40,38,7,Monsoon,Minimal Damage,0.987485075,2
F00074748,1212,Rabi,Black-Cotton,1,40,21,24,Monsoon,Minimal Damage,0.987475293,2
F00000559,151,Kharif,Alluvial,2,40,16,0,Summer,Minimal Damage,0.987466283,1
F00081137,1296,Rabi,Alluvial,1,60,45,1,Monsoon,Minimal Damage,0.987460367,2
F00051687,851,Rabi,Alluvial,1,30,20,24,Monsoon,Minimal Damage,0.987460009,2
F00010651,410,Rabi,Black-Cotton,1,40,25,5,Monsoon,Minimal Damage,0.987445591,2
F00076783,1212,Rabi,Black-Cotton,1,20,24,10,Monsoon,Minimal Damage,0.987444388,2
F00063889,1056,Rabi,Alluvial,1,50,28,14,Summer,Minimal Damage,0.987433504,1
F00119864,2015,Rabi,Alluvial,1,50,37,15,Monsoon,Minimal Damage,0.987412771,2
F00111203,1785,Rabi,Alluvial,1,20,54,1,Winter,Minimal Damage,0.987390904,3
F00036188,677,Rabi,Black-Cotton,1,30,15,20,Summer,Minimal Damage,0.98737768,1
F00078094,1212,Rabi,Black-Cotton,1,30,24,10,Monsoon,Partial Damage,0.987370706,2
F00067923,1056,Kharif,Alluvial,2,30,22,0,Winter,Minimal Damage,0.987352101,3
F00087220,1385,Kharif,Alluvial,1,5,17,23,Summer,Minimal Damage,0.987338782,1
F00094354,1478,Rabi,Alluvial,1,20,35,12,Monsoon,Minimal Damage,0.987331756,2
F00061991,984,Rabi,Alluvial,1,50,34,7,Monsoon,Minimal Damage,0.987324097,2
F00090187,1385,Rabi,Alluvial,1,5,20,6,Monsoon,Minimal Damage,0.987299497,2
F00042193,789,Rabi,Black-Cotton,1,30,20,7,Monsoon,Minimal Damage,0.987261572,2
F00101873,1576,Rabi,Alluvial,1,50,25,8,Monsoon,Minimal Damage,0.987260502,2
F00129766,2267,Rabi,Black-Cotton,2,40,57,0,Summer,Partial Damage,0.987253325,1
F00098132,1575,Rabi,Alluvial,1,50,31,19,Summer,Minimal Damage,0.98722788,1
F00063266,1056,Rabi,Black-Cotton,1,15,20,20,Summer,Minimal Damage,0.987219462,1
F00138774,2542,Rabi,Alluvial,1,25,27,31,Winter,Minimal Damage,0.98721833,3
F00128713,2267,Kharif,Black-Cotton,2,15,49,0,Monsoon,Minimal Damage,0.987206079,2
F00068648,1132,Rabi,Alluvial,1,30,25,5,Summer,Minimal Damage,0.987201717,1
F00064851,1056,Rabi,Black-Cotton,1,15,20,17,Winter,Minimal Damage,0.987173679,3
F00128623,2267,Rabi,Black-Cotton,1,5,24,25,Monsoon,Minimal Damage,0.987158934,2
F00122259,2016,Rabi,Alluvial,1,15,38,13,Winter,Minimal Damage,0.987155545,3
F00103207,1678,Rabi,Black-Cotton,1,20,28,24,Winter,Minimal Damage,0.987144317,3
F00139411,2542,Rabi,Alluvial,1,20,21,31,Summer,Minimal Damage,0.987122939,1
F00137307,2541,Rabi,Alluvial,1,40,55,6,Monsoon,Partial Damage,0.987115266,2
F00021053,531,Kharif,Alluvial,1,10,30,8,Summer,Minimal Damage,0.987094693,1
F00128955,2267,Rabi,Alluvial,2,15,59,0,Monsoon,Minimal Damage,0.987092731,2
F00044744,789,Rabi,Black-Cotton,2,20,38,0,Summer,Partial Damage,0.987088049,1
F00035086,677,Rabi,Black-Cotton,1,5,25,17,Monsoon,Minimal Damage,0.987071093,2
F00118648,2015,Rabi,Black-Cotton,1,15,38,5,Monsoon,Minimal Damage,0.987048257,2
F00023112,531,Kharif,Alluvial,1,30,33,1,Summer,Minimal Damage,0.987042851,1
F00052314,915,Rabi,Alluvial,1,30,26,14,Monsoon,Minimal Damage,0.987036281,2
F00053436,915,Rabi,Black-Cotton,1,30,21,16,Winter,Minimal Damage,0.987030536,3
F00048881,851,Rabi,Black-Cotton,1,10,21,14,Monsoon,Minimal Damage,0.987030228,2
F00031028,625,Rabi,Black-Cotton,1,30,15,20,Summer,Minimal Damage,0.9870259,1
F00059755,984,Kharif,Alluvial,1,5,32,7,Monsoon,Minimal Damage,0.98697612,2
F00022341,531,Kharif,Alluvial,1,40,17,13,Summer,Minimal Damage,0.986965376,1
F00142986,2688,Rabi,Black-Cotton,1,5,16,16,Winter,Minimal Damage,0.986961917,3
F00066294,1056,Rabi,Black-Cotton,1,25,22,11,Summer,Partial Damage,0.986954651,1
F00004022,256,Rabi,Black-Cotton,2,20,25,0,Monsoon,Minimal Damage,0.98694566,2
F00076686,1212,Rabi,Alluvial,2,35,32,0,Winter,Minimal Damage,0.986942558,3
F00033052,677,Rabi,Alluvial,2,5,25,0,Summer,Minimal Damage,0.986933997,1
F00016500,448,Rabi,Alluvial,1,10,12,16,Winter,Minimal Damage,0.986931216,3
F00036552,677,Rabi,Black-Cotton,1,40,8,19,Summer,Minimal Damage,0.986926746,1
F00072145,1132,Rabi,Black-Cotton,1,20,40,9,Summer,Minimal Damage,0.98690705,1
F00149925,3165,Rabi,Alluvial,1,40,31,6,Monsoon,Minimal Damage,0.986903568,2
F00111856,1785,Kharif,Alluvial,1,20,35,7,Summer,Minimal Damage,0.986893581,1
F00074005,1132,Rabi,Alluvial,1,20,15,28,Summer,Minimal Damage,0.986869781,1
F00062811,984,Rabi,Black-Cotton,1,20,20,17,Summer,Minimal Damage,0.986866341,1
F00054433,915,Rabi,Alluvial,2,40,34,0,Monsoon,Minimal Damage,0.986863022,2
F00154707,3895,Rabi,Black-Cotton,2,10,54,0,Monsoon,Partial Damage,0.986860631,2
F00021817,531,Rabi,Alluvial,1,40,10,16,Summer,Minimal Damage,0.98685387,1
F00059251,984,Rabi,Black-Cotton,1,30,17,24,Summer,Minimal Damage,0.986849231,1
F00139722,2542,Kharif,Black-Cotton,2,40,56,0,Monsoon,Minimal Damage,0.986846552,2
F00110136,1785,Rabi,Black-Cotton,1,15,41,8,Monsoon,Minimal Damage,0.986842516,2
F00040144,732,Kharif,Alluvial,2,60,30,0,Monsoon,Minimal Damage,0.98682392,2
F00097837,1575,Kharif,Alluvial,2,20,45,0,Monsoon,Partial Damage,0.98682344,2
F00153094,3516,Rabi,Alluvial,1,20,11,45,Winter,Partial Damage,0.986809747,3
F00050068,851,Rabi,Alluvial,2,50,40,0,Summer,Minimal Damage,0.986809013,1
F00149236,3164,Rabi,Alluvial,1,40,37,14,Monsoon,Minimal Damage,0.986801107,2
F00082418,1296,Rabi,Alluvial,1,20,29,23,Monsoon,Minimal Damage,0.98678799,2
F00072365,1132,Rabi,Black-Cotton,1,40,35,5,Summer,Minimal Damage,0.986787673,1
F00009510,375,Rabi,Alluvial,2,10,18,0,Monsoon,Minimal Damage,0.986778134,2
F00129951,2267,Kharif,Alluvial,1,20,6,15,Monsoon,Minimal Damage,0.986763439,2
F00121325,2016,Rabi,Alluvial,1,20,25,23,Summer,Minimal Damage,0.986752716,1
F00092078,1478,Rabi,Black-Cotton,1,30,20,12,Monsoon,Minimal Damage,0.986722931,2
F00122515,2016,Rabi,Black-Cotton,1,30,49,0,Monsoon,Minimal Damage,0.986719696,2
F00073262,1132,Kharif,Alluvial,2,5,27,0,Summer,Minimal Damage,0.986711641,1
F00079559,1212,Rabi,Black-Cotton,1,30,34,16,Monsoon,Minimal Damage,0.986692105,2
F00077948,1212,Rabi,Black-Cotton,1,50,12,17,Monsoon,Minimal Damage,0.986688791,2
F00006861,312,Rabi,Alluvial,2,5,20,0,Summer,Minimal Damage,0.986680836,1
F00018513,488,Rabi,Alluvial,2,60,34,0,Summer,Minimal Damage,0.986665698,1
F00143203,2840,Rabi,Black-Cotton,1,15,32,21,Monsoon,Minimal Damage,0.986647666,2
