Id,Area,Item,Year,average_rain_fall_mm_per_year,pesticides_tonnes,avg_temp,hg/ha_yield,Item in number
21755,Pakistan,Sweet potatoes,1990,494,5299,23.14,92141,8
21756,Pakistan,Wheat,1990,494,5299,24.81,18249,9
21757,Pakistan,Wheat,1990,494,5299,23.14,18249,9
21758,Pakistan,Wheat,1990,494,5299,27,18249,9
21759,Pakistan,Wheat,1990,494,5299,23.14,18249,9
21760,Pakistan,Wheat,1990,494,5299,26.39,18249,9
21761,Pakistan,Wheat,1990,494,5299,24.81,18249,9
21762,Pakistan,Wheat,1990,494,5299,26.23,18249,9
21763,Pakistan,Wheat,1990,494,5299,19.36,18249,9
21764,Pakistan,Wheat,1990,494,5299,23.14,18249,9
21765,Pakistan,Maize,1991,494,5962,24.38,14235,2
21766,Pakistan,Maize,1991,494,5962,22.48,14235,2
21767,Pakistan,Maize,1991,494,5962,26.98,14235,2
21768,Pakistan,Maize,1991,494,5962,22.48,14235,2
21769,Pakistan,Maize,1991,494,5962,26.34,14235,2
21770,Pakistan,Maize,1991,494,5962,24.38,14235,2
21771,Pakistan,Maize,1991,494,5962,25.87,14235,2
21772,Pakistan,Maize,1991,494,5962,18.48,14235,2
21773,Pakistan,Maize,1991,494,5962,22.48,14235,2
21774,Pakistan,Potatoes,1991,494,5962,24.38,104452,4
21775,Pakistan,Potatoes,1991,494,5962,22.48,104452,4
21776,Pakistan,Potatoes,1991,494,5962,26.98,104452,4
21777,Pakistan,Potatoes,1991,494,5962,22.48,104452,4
21778,Pakistan,Potatoes,1991,494,5962,26.34,104452,4
21779,Pakistan,Potatoes,1991,494,5962,24.38,104452,4
21780,Pakistan,Potatoes,1991,494,5962,25.87,104452,4
21781,Pakistan,Potatoes,1991,494,5962,18.48,104452,4
21782,Pakistan,Potatoes,1991,494,5962,22.48,104452,4
21783,Pakistan,"Rice, paddy",1991,494,5962,24.38,23199,5
21784,Pakistan,"Rice, paddy",1991,494,5962,22.48,23199,5
21785,Pakistan,"Rice, paddy",1991,494,5962,26.98,23199,5
21786,Pakistan,"Rice, paddy",1991,494,5962,22.48,23199,5
21787,Pakistan,"Rice, paddy",1991,494,5962,26.34,23199,5
21788,Pakistan,"Rice, paddy",1991,494,5962,24.38,23199,5
21789,Pakistan,"Rice, paddy",1991,494,5962,25.87,23199,5
21790,Pakistan,"Rice, paddy",1991,494,5962,18.48,23199,5
21791,Pakistan,"Rice, paddy",1991,494,5962,22.48,23199,5
21792,Pakistan,Sorghum,1991,494,5962,24.38,5866,6
21793,Pakistan,Sorghum,1991,494,5962,22.48,5866,6
21794,Pakistan,Sorghum,1991,494,5962,26.98,5866,6
21795,Pakistan,Sorghum,1991,494,5962,22.48,5866,6
21796,Pakistan,Sorghum,1991,494,5962,26.34,5866,6
21797,Pakistan,Sorghum,1991,494,5962,24.38,5866,6
21798,Pakistan,Sorghum,1991,494,5962,25.87,5866,6
21799,Pakistan,Sorghum,1991,494,5962,18.48,5866,6
21800,Pakistan,Sorghum,1991,494,5962,22.48,5866,6
21801,Pakistan,Soybeans,1991,494,5962,24.38,4992,7
21802,Pakistan,Soybeans,1991,494,5962,22.48,4992,7
21803,Pakistan,Soybeans,1991,494,5962,26.98,4992,7
21804,Pakistan,Soybeans,1991,494,5962,22.48,4992,7
21805,Pakistan,Soybeans,1991,494,5962,26.34,4992,7
21806,Pakistan,Soybeans,1991,494,5962,24.38,4992,7
21807,Pakistan,Soybeans,1991,494,5962,25.87,4992,7
21808,Pakistan,Soybeans,1991,494,5962,18.48,4992,7
21809,Pakistan,Soybeans,1991,494,5962,22.48,4992,7
21810,Pakistan,Sweet potatoes,1991,494,5962,24.38,101190,8
21811,Pakistan,Sweet potatoes,1991,494,5962,22.48,101190,8
21812,Pakistan,Sweet potatoes,1991,494,5962,26.98,101190,8
21813,Pakistan,Sweet potatoes,1991,494,5962,22.48,101190,8
21814,Pakistan,Sweet potatoes,1991,494,5962,26.34,101190,8
21815,Pakistan,Sweet potatoes,1991,494,5962,24.38,101190,8
21816,Pakistan,Sweet potatoes,1991,494,5962,25.87,101190,8
21817,Pakistan,Sweet potatoes,1991,494,5962,18.48,101190,8
21818,Pakistan,Sweet potatoes,1991,494,5962,22.48,101190,8
21819,Pakistan,Wheat,1991,494,5962,24.38,18410,9
21820,Pakistan,Wheat,1991,494,5962,22.48,18410,9
21821,Pakistan,Wheat,1991,494,5962,26.98,18410,9
21822,Pakistan,Wheat,1991,494,5962,22.48,18410,9
21823,Pakistan,Wheat,1991,494,5962,26.34,18410,9
21824,Pakistan,Wheat,1991,494,5962,24.38,18410,9
21825,Pakistan,Wheat,1991,494,5962,25.87,18410,9
21826,Pakistan,Wheat,1991,494,5962,18.48,18410,9
21827,Pakistan,Wheat,1991,494,5962,22.48,18410,9
21828,Pakistan,Maize,1992,494,5518,24.31,13966,2
21829,Pakistan,Maize,1992,494,5518,22.36,13966,2
21830,Pakistan,Maize,1992,494,5518,26.91,13966,2
21831,Pakistan,Maize,1992,494,5518,22.36,13966,2
21832,Pakistan,Maize,1992,494,5518,26.36,13966,2
21833,Pakistan,Maize,1992,494,5518,24.31,13966,2
21834,Pakistan,Maize,1992,494,5518,25.71,13966,2
21835,Pakistan,Maize,1992,494,5518,18.34,13966,2
21836,Pakistan,Maize,1992,494,5518,22.36,13966,2
21837,Pakistan,Potatoes,1992,494,5518,24.31,113709,4
21838,Pakistan,Potatoes,1992,494,5518,22.36,113709,4
21839,Pakistan,Potatoes,1992,494,5518,26.91,113709,4
21840,Pakistan,Potatoes,1992,494,5518,22.36,113709,4
21841,Pakistan,Potatoes,1992,494,5518,26.36,113709,4
21842,Pakistan,Potatoes,1992,494,5518,24.31,113709,4
21843,Pakistan,Potatoes,1992,494,5518,25.71,113709,4
21844,Pakistan,Potatoes,1992,494,5518,18.34,113709,4
21845,Pakistan,Potatoes,1992,494,5518,22.36,113709,4
21846,Pakistan,"Rice, paddy",1992,494,5518,24.31,23686,5
21847,Pakistan,"Rice, paddy",1992,494,5518,22.36,23686,5
21848,Pakistan,"Rice, paddy",1992,494,5518,26.91,23686,5
21849,Pakistan,"Rice, paddy",1992,494,5518,22.36,23686,5
21850,Pakistan,"Rice, paddy",1992,494,5518,26.36,23686,5
21851,Pakistan,"Rice, paddy",1992,494,5518,24.31,23686,5
21852,Pakistan,"Rice, paddy",1992,494,5518,25.71,23686,5
21853,Pakistan,"Rice, paddy",1992,494,5518,18.34,23686,5
21854,Pakistan,"Rice, paddy",1992,494,5518,22.36,23686,5
21855,Pakistan,Sorghum,1992,494,5518,24.31,5910,6
21856,Pakistan,Sorghum,1992,494,5518,22.36,5910,6
21857,Pakistan,Sorghum,1992,494,5518,26.91,5910,6
21858,Pakistan,Sorghum,1992,494,5518,22.36,5910,6
21859,Pakistan,Sorghum,1992,494,5518,26.36,5910,6
21860,Pakistan,Sorghum,1992,494,5518,24.31,5910,6
21861,Pakistan,Sorghum,1992,494,5518,25.71,5910,6
21862,Pakistan,Sorghum,1992,494,5518,18.34,5910,6
21863,Pakistan,Sorghum,1992,494,5518,22.36,5910,6
21864,Pakistan,Soybeans,1992,494,5518,24.31,6051,7
21865,Pakistan,Soybeans,1992,494,5518,22.36,6051,7
21866,Pakistan,Soybeans,1992,494,5518,26.91,6051,7
21867,Pakistan,Soybeans,1992,494,5518,22.36,6051,7
21868,Pakistan,Soybeans,1992,494,5518,26.36,6051,7
21869,Pakistan,Soybeans,1992,494,5518,24.31,6051,7
21870,Pakistan,Soybeans,1992,494,5518,25.71,6051,7
21871,Pakistan,Soybeans,1992,494,5518,18.34,6051,7
21872,Pakistan,Soybeans,1992,494,5518,22.36,6051,7
21873,Pakistan,Sweet potatoes,1992,494,5518,24.31,104368,8
21874,Pakistan,Sweet potatoes,1992,494,5518,22.36,104368,8
21875,Pakistan,Sweet potatoes,1992,494,5518,26.91,104368,8
21876,Pakistan,Sweet potatoes,1992,494,5518,22.36,104368,8
21877,Pakistan,Sweet potatoes,1992,494,5518,26.36,104368,8
21878,Pakistan,Sweet potatoes,1992,494,5518,24.31,104368,8
21879,Pakistan,Sweet potatoes,1992,494,5518,25.71,104368,8
21880,Pakistan,Sweet potatoes,1992,494,5518,18.34,104368,8
21881,Pakistan,Sweet potatoes,1992,494,5518,22.36,104368,8
21882,Pakistan,Wheat,1992,494,5518,24.31,19910,9
21883,Pakistan,Wheat,1992,494,5518,22.36,19910,9
21884,Pakistan,Wheat,1992,494,5518,26.91,19910,9
21885,Pakistan,Wheat,1992,494,5518,22.36,19910,9
21886,Pakistan,Wheat,1992,494,5518,26.36,19910,9
21887,Pakistan,Wheat,1992,494,5518,24.31,19910,9
21888,Pakistan,Wheat,1992,494,5518,25.71,19910,9
21889,Pakistan,Wheat,1992,494,5518,18.34,19910,9
21890,Pakistan,Wheat,1992,494,5518,22.36,19910,9
21891,Pakistan,Maize,1993,494,4945,25.04,13983,2
21892,Pakistan,Maize,1993,494,4945,23.08,13983,2
21893,Pakistan,Maize,1993,494,4945,27.72,13983,2
21894,Pakistan,Maize,1993,494,4945,23.08,13983,2
21895,Pakistan,Maize,1993,494,4945,27.25,13983,2
21896,Pakistan,Maize,1993,494,4945,25.04,13983,2
21897,Pakistan,Maize,1993,494,4945,26.51,13983,2
21898,Pakistan,Maize,1993,494,4945,18.91,13983,2
21899,Pakistan,Maize,1993,494,4945,23.08,13983,2
21900,Pakistan,Potatoes,1993,494,4945,25.04,122809,4
21901,Pakistan,Potatoes,1993,494,4945,23.08,122809,4
21902,Pakistan,Potatoes,1993,494,4945,27.72,122809,4
21903,Pakistan,Potatoes,1993,494,4945,23.08,122809,4
21904,Pakistan,Potatoes,1993,494,4945,27.25,122809,4
21905,Pakistan,Potatoes,1993,494,4945,25.04,122809,4
21906,Pakistan,Potatoes,1993,494,4945,26.51,122809,4
21907,Pakistan,Potatoes,1993,494,4945,18.91,122809,4
21908,Pakistan,Potatoes,1993,494,4945,23.08,122809,4
21909,Pakistan,"Rice, paddy",1993,494,4945,25.04,27397,5
21910,Pakistan,"Rice, paddy",1993,494,4945,23.08,27397,5
21911,Pakistan,"Rice, paddy",1993,494,4945,27.72,27397,5
21912,Pakistan,"Rice, paddy",1993,494,4945,23.08,27397,5
21913,Pakistan,"Rice, paddy",1993,494,4945,27.25,27397,5
21914,Pakistan,"Rice, paddy",1993,494,4945,25.04,27397,5
21915,Pakistan,"Rice, paddy",1993,494,4945,26.51,27397,5
21916,Pakistan,"Rice, paddy",1993,494,4945,18.91,27397,5
21917,Pakistan,"Rice, paddy",1993,494,4945,23.08,27397,5
21918,Pakistan,Sorghum,1993,494,4945,25.04,5821,6
21919,Pakistan,Sorghum,1993,494,4945,23.08,5821,6
21920,Pakistan,Sorghum,1993,494,4945,27.72,5821,6
21921,Pakistan,Sorghum,1993,494,4945,23.08,5821,6
21922,Pakistan,Sorghum,1993,494,4945,27.25,5821,6
21923,Pakistan,Sorghum,1993,494,4945,25.04,5821,6
21924,Pakistan,Sorghum,1993,494,4945,26.51,5821,6
21925,Pakistan,Sorghum,1993,494,4945,18.91,5821,6
21926,Pakistan,Sorghum,1993,494,4945,23.08,5821,6
21927,Pakistan,Soybeans,1993,494,4945,25.04,5681,7
21928,Pakistan,Soybeans,1993,494,4945,23.08,5681,7
21929,Pakistan,Soybeans,1993,494,4945,27.72,5681,7
21930,Pakistan,Soybeans,1993,494,4945,23.08,5681,7
21931,Pakistan,Soybeans,1993,494,4945,27.25,5681,7
21932,Pakistan,Soybeans,1993,494,4945,25.04,5681,7
21933,Pakistan,Soybeans,1993,494,4945,26.51,5681,7
21934,Pakistan,Soybeans,1993,494,4945,18.91,5681,7
21935,Pakistan,Soybeans,1993,494,4945,23.08,5681,7
21936,Pakistan,Sweet potatoes,1993,494,4945,25.04,98171,8
21937,Pakistan,Sweet potatoes,1993,494,4945,23.08,98171,8
21938,Pakistan,Sweet potatoes,1993,494,4945,27.72,98171,8
21939,Pakistan,Sweet potatoes,1993,494,4945,23.08,98171,8
21940,Pakistan,Sweet potatoes,1993,494,4945,27.25,98171,8
21941,Pakistan,Sweet potatoes,1993,494,4945,25.04,98171,8
21942,Pakistan,Sweet potatoes,1993,494,4945,26.51,98171,8
21943,Pakistan,Sweet potatoes,1993,494,4945,18.91,98171,8
21944,Pakistan,Sweet potatoes,1993,494,4945,23.08,98171,8
21945,Pakistan,Wheat,1993,494,4945,25.04,19466,9
21946,Pakistan,Wheat,1993,494,4945,23.08,19466,9
21947,Pakistan,Wheat,1993,494,4945,27.72,19466,9
21948,Pakistan,Wheat,1993,494,4945,23.08,19466,9
21949,Pakistan,Wheat,1993,494,4945,27.25,19466,9
21950,Pakistan,Wheat,1993,494,4945,25.04,19466,9
21951,Pakistan,Wheat,1993,494,4945,26.51,19466,9
21952,Pakistan,Wheat,1993,494,4945,18.91,19466,9
21953,Pakistan,Wheat,1993,494,4945,23.08,19466,9
21954,Pakistan,Maize,1994,494,6183,24.78,15004,2
21955,Pakistan,Maize,1994,494,6183,22.93,15004,2
21956,Pakistan,Maize,1994,494,6183,26.87,15004,2
21957,Pakistan,Maize,1994,494,6183,22.93,15004,2
21958,Pakistan,Maize,1994,494,6183,26.36,15004,2
21959,Pakistan,Maize,1994,494,6183,24.78,15004,2
21960,Pakistan,Maize,1994,494,6183,26.13,15004,2
21961,Pakistan,Maize,1994,494,6183,18.78,15004,2
21962,Pakistan,Maize,1994,494,6183,22.93,15004,2
21963,Pakistan,Potatoes,1994,494,6183,24.78,133171,4
21964,Pakistan,Potatoes,1994,494,6183,22.93,133171,4
21965,Pakistan,Potatoes,1994,494,6183,26.87,133171,4
21966,Pakistan,Potatoes,1994,494,6183,22.93,133171,4
21967,Pakistan,Potatoes,1994,494,6183,26.36,133171,4
21968,Pakistan,Potatoes,1994,494,6183,24.78,133171,4
21969,Pakistan,Potatoes,1994,494,6183,26.13,133171,4
21970,Pakistan,Potatoes,1994,494,6183,18.78,133171,4
21971,Pakistan,Potatoes,1994,494,6183,22.93,133171,4
21972,Pakistan,"Rice, paddy",1994,494,6183,24.78,24333,5
21973,Pakistan,"Rice, paddy",1994,494,6183,22.93,24333,5
21974,Pakistan,"Rice, paddy",1994,494,6183,26.87,24333,5
21975,Pakistan,"Rice, paddy",1994,494,6183,22.93,24333,5
21976,Pakistan,"Rice, paddy",1994,494,6183,26.36,24333,5
21977,Pakistan,"Rice, paddy",1994,494,6183,24.78,24333,5
21978,Pakistan,"Rice, paddy",1994,494,6183,26.13,24333,5
21979,Pakistan,"Rice, paddy",1994,494,6183,18.78,24333,5
21980,Pakistan,"Rice, paddy",1994,494,6183,22.93,24333,5
21981,Pakistan,Sorghum,1994,494,6183,24.78,6011,6
21982,Pakistan,Sorghum,1994,494,6183,22.93,6011,6
21983,Pakistan,Sorghum,1994,494,6183,26.87,6011,6
21984,Pakistan,Sorghum,1994,494,6183,22.93,6011,6
21985,Pakistan,Sorghum,1994,494,6183,26.36,6011,6
21986,Pakistan,Sorghum,1994,494,6183,24.78,6011,6
21987,Pakistan,Sorghum,1994,494,6183,26.13,6011,6
21988,Pakistan,Sorghum,1994,494,6183,18.78,6011,6
21989,Pakistan,Sorghum,1994,494,6183,22.93,6011,6
21990,Pakistan,Soybeans,1994,494,6183,24.78,8011,7
21991,Pakistan,Soybeans,1994,494,6183,22.93,8011,7
21992,Pakistan,Soybeans,1994,494,6183,26.87,8011,7
21993,Pakistan,Soybeans,1994,494,6183,22.93,8011,7
21994,Pakistan,Soybeans,1994,494,6183,26.36,8011,7
21995,Pakistan,Soybeans,1994,494,6183,24.78,8011,7
21996,Pakistan,Soybeans,1994,494,6183,26.13,8011,7
21997,Pakistan,Soybeans,1994,494,6183,18.78,8011,7
21998,Pakistan,Soybeans,1994,494,6183,22.93,8011,7
21999,Pakistan,Sweet potatoes,1994,494,6183,24.78,99148,8
22000,Pakistan,Sweet potatoes,1994,494,6183,22.93,99148,8
22001,Pakistan,Sweet potatoes,1994,494,6183,26.87,99148,8
22002,Pakistan,Sweet potatoes,1994,494,6183,22.93,99148,8
22003,Pakistan,Sweet potatoes,1994,494,6183,26.36,99148,8
22004,Pakistan,Sweet potatoes,1994,494,6183,24.78,99148,8
22005,Pakistan,Sweet potatoes,1994,494,6183,26.13,99148,8
22006,Pakistan,Sweet potatoes,1994,494,6183,18.78,99148,8
22007,Pakistan,Sweet potatoes,1994,494,6183,22.93,99148,8
22008,Pakistan,Wheat,1994,494,6183,24.78,18935,9
22009,Pakistan,Wheat,1994,494,6183,22.93,18935,9
22010,Pakistan,Wheat,1994,494,6183,26.87,18935,9
22011,Pakistan,Wheat,1994,494,6183,22.93,18935,9
22012,Pakistan,Wheat,1994,494,6183,26.36,18935,9
22013,Pakistan,Wheat,1994,494,6183,24.78,18935,9
22014,Pakistan,Wheat,1994,494,6183,26.13,18935,9
22015,Pakistan,Wheat,1994,494,6183,18.78,18935,9
22016,Pakistan,Wheat,1994,494,6183,22.93,18935,9
22017,Pakistan,Maize,1995,494,7681,24.58,16908,2
22018,Pakistan,Maize,1995,494,7681,22.61,16908,2
22019,Pakistan,Maize,1995,494,7681,27.11,16908,2
22020,Pakistan,Maize,1995,494,7681,22.61,16908,2
22021,Pakistan,Maize,1995,494,7681,26.63,16908,2
22022,Pakistan,Maize,1995,494,7681,24.58,16908,2
22023,Pakistan,Maize,1995,494,7681,26.09,16908,2
22024,Pakistan,Maize,1995,494,7681,18.68,16908,2
22025,Pakistan,Maize,1995,494,7681,22.61,16908,2
22026,Pakistan,Potatoes,1995,494,7681,24.58,139418,4
22027,Pakistan,Potatoes,1995,494,7681,22.61,139418,4
22028,Pakistan,Potatoes,1995,494,7681,27.11,139418,4
22029,Pakistan,Potatoes,1995,494,7681,22.61,139418,4
22030,Pakistan,Potatoes,1995,494,7681,26.63,139418,4
22031,Pakistan,Potatoes,1995,494,7681,24.58,139418,4
22032,Pakistan,Potatoes,1995,494,7681,26.09,139418,4
22033,Pakistan,Potatoes,1995,494,7681,18.68,139418,4
22034,Pakistan,Potatoes,1995,494,7681,22.61,139418,4
22035,Pakistan,"Rice, paddy",1995,494,7681,24.58,27522,5
22036,Pakistan,"Rice, paddy",1995,494,7681,22.61,27522,5
22037,Pakistan,"Rice, paddy",1995,494,7681,27.11,27522,5
22038,Pakistan,"Rice, paddy",1995,494,7681,22.61,27522,5
22039,Pakistan,"Rice, paddy",1995,494,7681,26.63,27522,5
22040,Pakistan,"Rice, paddy",1995,494,7681,24.58,27522,5
22041,Pakistan,"Rice, paddy",1995,494,7681,26.09,27522,5
22042,Pakistan,"Rice, paddy",1995,494,7681,18.68,27522,5
22043,Pakistan,"Rice, paddy",1995,494,7681,22.61,27522,5
22044,Pakistan,Sorghum,1995,494,7681,24.58,6099,6
22045,Pakistan,Sorghum,1995,494,7681,22.61,6099,6
22046,Pakistan,Sorghum,1995,494,7681,27.11,6099,6
22047,Pakistan,Sorghum,1995,494,7681,22.61,6099,6
22048,Pakistan,Sorghum,1995,494,7681,26.63,6099,6
22049,Pakistan,Sorghum,1995,494,7681,24.58,6099,6
22050,Pakistan,Sorghum,1995,494,7681,26.09,6099,6
22051,Pakistan,Sorghum,1995,494,7681,18.68,6099,6
22052,Pakistan,Sorghum,1995,494,7681,22.61,6099,6
22053,Pakistan,Soybeans,1995,494,7681,24.58,12021,7
22054,Pakistan,Soybeans,1995,494,7681,22.61,12021,7
22055,Pakistan,Soybeans,1995,494,7681,27.11,12021,7
22056,Pakistan,Soybeans,1995,494,7681,22.61,12021,7
22057,Pakistan,Soybeans,1995,494,7681,26.63,12021,7
22058,Pakistan,Soybeans,1995,494,7681,24.58,12021,7
22059,Pakistan,Soybeans,1995,494,7681,26.09,12021,7
22060,Pakistan,Soybeans,1995,494,7681,18.68,12021,7
22061,Pakistan,Soybeans,1995,494,7681,22.61,12021,7
22062,Pakistan,Sweet potatoes,1995,494,7681,24.58,100688,8
22063,Pakistan,Sweet potatoes,1995,494,7681,22.61,100688,8
22064,Pakistan,Sweet potatoes,1995,494,7681,27.11,100688,8
22065,Pakistan,Sweet potatoes,1995,494,7681,22.61,100688,8
22066,Pakistan,Sweet potatoes,1995,494,7681,26.63,100688,8
22067,Pakistan,Sweet potatoes,1995,494,7681,24.58,100688,8
22068,Pakistan,Sweet potatoes,1995,494,7681,26.09,100688,8
22069,Pakistan,Sweet potatoes,1995,494,7681,18.68,100688,8
22070,Pakistan,Sweet potatoes,1995,494,7681,22.61,100688,8
22071,Pakistan,Wheat,1995,494,7681,24.58,20811,9
22072,Pakistan,Wheat,1995,494,7681,22.61,20811,9
22073,Pakistan,Wheat,1995,494,7681,27.11,20811,9
22074,Pakistan,Wheat,1995,494,7681,22.61,20811,9
22075,Pakistan,Wheat,1995,494,7681,26.63,20811,9
22076,Pakistan,Wheat,1995,494,7681,24.58,20811,9
22077,Pakistan,Wheat,1995,494,7681,26.09,20811,9
22078,Pakistan,Wheat,1995,494,7681,18.68,20811,9
22079,Pakistan,Wheat,1995,494,7681,22.61,20811,9
22080,Pakistan,Maize,1996,494,11955,24.43,15884,2
22081,Pakistan,Maize,1996,494,11955,22.61,15884,2
22082,Pakistan,Maize,1996,494,11955,27.17,15884,2
22083,Pakistan,Maize,1996,494,11955,22.61,15884,2
22084,Pakistan,Maize,1996,494,11955,26.5,15884,2
22085,Pakistan,Maize,1996,494,11955,24.43,15884,2
22086,Pakistan,Maize,1996,494,11955,25.92,15884,2
22087,Pakistan,Maize,1996,494,11955,18.72,15884,2
22088,Pakistan,Maize,1996,494,11955,22.61,15884,2
22089,Pakistan,Potatoes,1996,494,11955,24.43,134795,4
22090,Pakistan,Potatoes,1996,494,11955,22.61,134795,4
22091,Pakistan,Potatoes,1996,494,11955,27.17,134795,4
22092,Pakistan,Potatoes,1996,494,11955,22.61,134795,4
22093,Pakistan,Potatoes,1996,494,11955,26.5,134795,4
22094,Pakistan,Potatoes,1996,494,11955,24.43,134795,4
22095,Pakistan,Potatoes,1996,494,11955,25.92,134795,4
22096,Pakistan,Potatoes,1996,494,11955,18.72,134795,4
22097,Pakistan,Potatoes,1996,494,11955,22.61,134795,4
22098,Pakistan,"Rice, paddy",1996,494,11955,24.43,28685,5
22099,Pakistan,"Rice, paddy",1996,494,11955,22.61,28685,5
22100,Pakistan,"Rice, paddy",1996,494,11955,27.17,28685,5
22101,Pakistan,"Rice, paddy",1996,494,11955,22.61,28685,5
22102,Pakistan,"Rice, paddy",1996,494,11955,26.5,28685,5
22103,Pakistan,"Rice, paddy",1996,494,11955,24.43,28685,5
22104,Pakistan,"Rice, paddy",1996,494,11955,25.92,28685,5
22105,Pakistan,"Rice, paddy",1996,494,11955,18.72,28685,5
22106,Pakistan,"Rice, paddy",1996,494,11955,22.61,28685,5
22107,Pakistan,Sorghum,1996,494,11955,24.43,5931,6
22108,Pakistan,Sorghum,1996,494,11955,22.61,5931,6
22109,Pakistan,Sorghum,1996,494,11955,27.17,5931,6
22110,Pakistan,Sorghum,1996,494,11955,22.61,5931,6
22111,Pakistan,Sorghum,1996,494,11955,26.5,5931,6
22112,Pakistan,Sorghum,1996,494,11955,24.43,5931,6
22113,Pakistan,Sorghum,1996,494,11955,25.92,5931,6
22114,Pakistan,Sorghum,1996,494,11955,18.72,5931,6
22115,Pakistan,Sorghum,1996,494,11955,22.61,5931,6
22116,Pakistan,Soybeans,1996,494,11955,24.43,12636,7
22117,Pakistan,Soybeans,1996,494,11955,22.61,12636,7
22118,Pakistan,Soybeans,1996,494,11955,27.17,12636,7
22119,Pakistan,Soybeans,1996,494,11955,22.61,12636,7
22120,Pakistan,Soybeans,1996,494,11955,26.5,12636,7
22121,Pakistan,Soybeans,1996,494,11955,24.43,12636,7
22122,Pakistan,Soybeans,1996,494,11955,25.92,12636,7
22123,Pakistan,Soybeans,1996,494,11955,18.72,12636,7
22124,Pakistan,Soybeans,1996,494,11955,22.61,12636,7
22125,Pakistan,Sweet potatoes,1996,494,11955,24.43,105177,8
22126,Pakistan,Sweet potatoes,1996,494,11955,22.61,105177,8
22127,Pakistan,Sweet potatoes,1996,494,11955,27.17,105177,8
22128,Pakistan,Sweet potatoes,1996,494,11955,22.61,105177,8
22129,Pakistan,Sweet potatoes,1996,494,11955,26.5,105177,8
22130,Pakistan,Sweet potatoes,1996,494,11955,24.43,105177,8
22131,Pakistan,Sweet potatoes,1996,494,11955,25.92,105177,8
22132,Pakistan,Sweet potatoes,1996,494,11955,18.72,105177,8
22133,Pakistan,Sweet potatoes,1996,494,11955,22.61,105177,8
22134,Pakistan,Wheat,1996,494,11955,24.43,20184,9
22135,Pakistan,Wheat,1996,494,11955,22.61,20184,9
22136,Pakistan,Wheat,1996,494,11955,27.17,20184,9
22137,Pakistan,Wheat,1996,494,11955,22.61,20184,9
22138,Pakistan,Wheat,1996,494,11955,26.5,20184,9
22139,Pakistan,Wheat,1996,494,11955,24.43,20184,9
22140,Pakistan,Wheat,1996,494,11955,25.92,20184,9
22141,Pakistan,Wheat,1996,494,11955,18.72,20184,9
22142,Pakistan,Wheat,1996,494,11955,22.61,20184,9
22143,Pakistan,Maize,1997,494,16936,23.76,16352,2
22144,Pakistan,Maize,1997,494,16936,22.14,16352,2
22145,Pakistan,Maize,1997,494,16936,26.82,16352,2
22146,Pakistan,Maize,1997,494,16936,22.14,16352,2
22147,Pakistan,Maize,1997,494,16936,26.29,16352,2
22148,Pakistan,Maize,1997,494,16936,23.76,16352,2
22149,Pakistan,Maize,1997,494,16936,25.16,16352,2
22150,Pakistan,Maize,1997,494,16936,18.62,16352,2
22151,Pakistan,Maize,1997,494,16936,22.14,16352,2
22152,Pakistan,Potatoes,1997,494,16936,23.76,112295,4
22153,Pakistan,Potatoes,1997,494,16936,22.14,112295,4
22154,Pakistan,Potatoes,1997,494,16936,26.82,112295,4
22155,Pakistan,Potatoes,1997,494,16936,22.14,112295,4
22156,Pakistan,Potatoes,1997,494,16936,26.29,112295,4
22157,Pakistan,Potatoes,1997,494,16936,23.76,112295,4
22158,Pakistan,Potatoes,1997,494,16936,25.16,112295,4
22159,Pakistan,Potatoes,1997,494,16936,18.62,112295,4
22160,Pakistan,Potatoes,1997,494,16936,22.14,112295,4
22161,Pakistan,"Rice, paddy",1997,494,16936,23.76,28048,5
22162,Pakistan,"Rice, paddy",1997,494,16936,22.14,28048,5
22163,Pakistan,"Rice, paddy",1997,494,16936,26.82,28048,5
22164,Pakistan,"Rice, paddy",1997,494,16936,22.14,28048,5
22165,Pakistan,"Rice, paddy",1997,494,16936,26.29,28048,5
22166,Pakistan,"Rice, paddy",1997,494,16936,23.76,28048,5
22167,Pakistan,"Rice, paddy",1997,494,16936,25.16,28048,5
22168,Pakistan,"Rice, paddy",1997,494,16936,18.62,28048,5
22169,Pakistan,"Rice, paddy",1997,494,16936,22.14,28048,5
22170,Pakistan,Sorghum,1997,494,16936,23.76,5926,6
22171,Pakistan,Sorghum,1997,494,16936,22.14,5926,6
22172,Pakistan,Sorghum,1997,494,16936,26.82,5926,6
22173,Pakistan,Sorghum,1997,494,16936,22.14,5926,6
22174,Pakistan,Sorghum,1997,494,16936,26.29,5926,6
22175,Pakistan,Sorghum,1997,494,16936,23.76,5926,6
22176,Pakistan,Sorghum,1997,494,16936,25.16,5926,6
22177,Pakistan,Sorghum,1997,494,16936,18.62,5926,6
22178,Pakistan,Sorghum,1997,494,16936,22.14,5926,6
22179,Pakistan,Soybeans,1997,494,16936,23.76,12942,7
22180,Pakistan,Soybeans,1997,494,16936,22.14,12942,7
22181,Pakistan,Soybeans,1997,494,16936,26.82,12942,7
22182,Pakistan,Soybeans,1997,494,16936,22.14,12942,7
22183,Pakistan,Soybeans,1997,494,16936,26.29,12942,7
22184,Pakistan,Soybeans,1997,494,16936,23.76,12942,7
